"pathway","pval","padj","ES","NES","nMoreExtreme","size","main_pathway","leadingEdge"
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS","0.000240673886883273","0.00551094083842923","0.363855861837686","2.01829031218907","0","269","REACTOME_GPCR_LIGAND_BINDING","CCL20,APLNR,HTR7,MC2R,CXCR4,CMKLR1,NTSR2,TAAR5,ADRA1A,INSL3,DRD2,AGTR2,PTGER3,PPBP,OPRM1,CYSLTR1,CCKAR,SSTR1,HCRT,NPY5R,TRHR,NPY2R,S1PR2,AVP,CCL25,HCRTR2,C5,TAC3,RGR,CCR2,EDNRA,MCHR1,CCL21,HRH3,NMB,CXCL11,CXCL9,TRH,CXCL2,PTGDR,CXCL3,CHRM4,SST,FSHR,CCL13,GPR183,CCR8,GNRH2,NPFFR1,HTR4,GALR3,RLN2,HTR1F,PENK,GPR143,P2RY13,ADORA3,C3AR1,CHRM3,TBXA2R,APP,S1PR4,OXT,PPY,XCR1,GPR17,AVPR2,CNR2,ADRB2,HCRTR1,CXCL10,TSHB,PLPPR2,AVPR1A,CCRL2,NPY,LPAR1,PTGER1,MLN,GNRHR,P2RY14,LHB,OPRD1,CHRM2,CCR5,CHRM5,PLPPR3,BDKRB1,CCL22,KEL,OPN1SW,MTNR1B,EDN2,NTS,ECE1,CCKBR,MLNR,P2RY1,AVPR1B,SSTR5,GRP,INSL5,GPR132,P2RY4,FPR2,MC5R,EDN3,CCL5,LPAR4,GPR35,CXCL13,NTSR1,ADRA1D,PRLH,NPY1R,C3,HTR2B,GPR37L1,PTGIR,CCR4,HRH4,CCL7,ADRA2A,P2RY6"
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS","0.000224769611148573","0.00551094083842923","0.464040254596145","2.10840834660064","0","78","REACTOME_GPCR_LIGAND_BINDING","VIPR1,WNT5A,FZD10,RAMP3,FZD7,CALCRL,GNG4,WNT2B,WNT1,GNG3,ADGRE1,GHRHR,WNT6,WNT2,IHH,GNG5,WNT16,PTCH2,SCTR,VIP,GIP,GNG11,IAPP,CALCB,ADCYAP1,GLP1R,SHH,CRHR2,FZD4,GLP2R,ADCYAP1R1,WNT11"
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","0.000236910684671879","0.00551094083842923","0.3753298294582","1.93320440345054","0","163","REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS","CCL20,APLNR,MC2R,CXCR4,NTSR2,INSL3,AGTR2,PPBP,OPRM1,CCKAR,SSTR1,HCRT,NPY5R,TRHR,NPY2R,AVP,CCL25,HCRTR2,C5,TAC3,CCR2,EDNRA,MCHR1,CCL21,NMB,CXCL11,CXCL9,TRH,CXCL2,CXCL3,SST,CCL13,CCR8,NPFFR1,GALR3,RLN2,PENK,C3AR1,APP,OXT,PPY,XCR1,AVPR2,HCRTR1,CXCL10,AVPR1A,CCRL2,NPY,MLN,OPRD1,CCR5,BDKRB1,CCL22,KEL,EDN2,NTS,ECE1,CCKBR,MLNR,AVPR1B,SSTR5,GRP,INSL5,FPR2,MC5R,EDN3,CCL5,CXCL13,NTSR1,PRLH,NPY1R,C3,GPR37L1,CCR4"
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","0.00022456770716371","0.00551094083842923","0.416044222822953","2.03193977397255","0","116","REACTOME_LEISHMANIA_INFECTION","VIPR1,HTR7,MC2R,TAAR5,INSL3,RAMP3,GRK6,CALCRL,PDE3A,GNG4,ADCY9,AVP,GNG3,PDE3B,GHRHR,GPR15,GNG5,PTGDR,GRK2,FSHR,GNAT3,HTR4,SCTR,RLN2,GPR176,VIP,GIP,GNG11,PDE11A,IAPP,GNAZ,CALCB,ADCY2,ADCYAP1,GPR27,GLP1R,AVPR2,ADRB2,TSHB,CRHR2,LHB,GLP2R,ADCY1,ADCYAP1R1"
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION","0.000176397953783736","0.00551094083842923","-0.39406401018964","-1.94917162352689","0","142","main","CCNE2,CDK2,TFDP1,RBBP4,PPP2CB,PRIM2,ORC4,WEE1,SKP2,PSMC2,MCM4,CDC6,MAX,CDC25A,PPP2R1B,PRIM1,CCNA1,MCM5,PSMD11,JAK2,CDK1,POLE2,PSMC3,ORC5,E2F6,CDC45,CDKN2B,PPP2R3B,RPA1,CDK7,CUL1,MCM6,PSMD1,MCM10,CCNA2,CDKN2C,AKT3,TYMS,CDKN2A,DHFR,TFDP2,PSMD13,ORC3,MNAT1,MCM7,PSMD10,PPP2R2A,RPA2,PSMD12,PPP2CA,RRM2,POLE3,PSMC4,PSMC5,CCNB1,PSMB1"
"REACTOME_REGULATION_OF_TP53_ACTIVITY","0.000176928520877565","0.00551094083842923","-0.420804573145419","-2.07549678768305","0","140","main","TAF9B,CDK2,ING2,RFC5,PRKAG2,BRCA1,AURKA,RBBP4,MAP2K6,PPP2CB,BRIP1,KMT5A,CHEK2,TAF13,NBN,RAD17,BARD1,MAPKAPK5,PPP2R1B,MRE11,RFC2,CCNA1,ATM,PPP2R5C,RFC3,CDK1,PRKAA1,MDM2,KAT5,MDM4,PHF20,TP63,RAD9A,L3MBTL1,RPA1,TAF7L,BRD7,CSNK2A1,CCNA2,CHEK1,RAD50,AKT3,CSNK2A2,PIP4K2A,PRKAG1,SGK1,CDKN2A,RBBP8,MAPKAP1,USP2,TAF4B,AURKB,SMYD2,EXO1,PRMT5,RPA2,MEAF6,PPP2CA,RFC4"
"REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA","0.000186532363365044","0.00551094083842923","-0.589328563804192","-2.16655201814103","0","33","REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR","RAD52,RFC5,BRCA1,BRIP1,NBN,RAD17,BARD1,MRE11,RFC2,ATM,RAD51,RFC3,KAT5,RAD9A,RPA1,RAD50,RBBP8,EXO1,RPA2,RFC4,WRN,ATR,RMI1,HUS1"
"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR","0.000183452577508714","0.00551094083842923","-0.576488806558756","-2.37504028485306","0","54","REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE","RFC5,BRCA1,RAD51B,BRIP1,NBN,RAD17,XRCC3,BARD1,MRE11,BRCA2,RFC2,ATM,RAD51,RFC3,RAD51D,KAT5,POLE2,XRCC2,RAD9A,RPA1,CHEK1,RAD50,RBBP8,EXO1,RPA2,POLH,RFC4,POLE3,WRN,RFC1,ATR,POLD2,RMI1,HUS1"
"REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES","0.000184638109305761","0.00551094083842923","-0.660740276669141","-2.29899334898172","0","26","REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA","BRCA1,RAD51B,BRIP1,NBN,XRCC3,BARD1,MRE11,BRCA2,ATM,RAD51,RAD51D,KAT5,XRCC2,RAD50,RBBP8"
"REACTOME_HOMOLOGY_DIRECTED_REPAIR","0.000181257930034439","0.00551094083842923","-0.36646417829512","-1.73923465690048","0","113","REACTOME_DNA_REPAIR","CDK2,RAD52,RFC5,BRCA1,BRCC3,RAD51B,FEN1,BRIP1,UBE2I,NBN,RAD17,XRCC3,BARD1,MRE11,BRCA2,RFC2,CCNA1,ATM,RAD51,RFC3,RAD51D,H2AX,KAT5,POLE2,PARP2,XRCC2,RAD9A,RPA1,CCNA2,CHEK1,RAD50,UBE2N,TIPIN,RBBP8,TP53BP1,BABAM2,EXO1,RPA2,POLH,H2BC14,RFC4,NSD2,POLE3,WRN,RFC1,ATR,POLD2,RMI1,PPP4C"
"REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA","0.000184740439682246","0.00551094083842923","-0.672794276114925","-2.29596968394777","0","24","REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE","BRCA1,RAD51B,BRIP1,NBN,XRCC3,BARD1,MRE11,BRCA2,ATM,RAD51,RAD51D,KAT5,XRCC2,RAD50,RBBP8"
"REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE","0.000185150897981855","0.00551094083842923","-0.630316052185148","-2.40729481476122","0","38","main","RFC5,BRCA1,RAD51B,BRIP1,NBN,RAD17,XRCC3,BARD1,MRE11,BRCA2,RFC2,ATM,RAD51,RFC3,RAD51D,KAT5,XRCC2,RAD9A,RPA1,CHEK1,RAD50,RBBP8,EXO1,RPA2,RFC4,WRN,ATR,RMI1,HUS1"
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT","0.000224265530387979","0.00551094083842923","0.487177574904255","2.20741583568307","0","77","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS","NDUFB1,COX7B,NDUFB7,NDUFA3,COX6B1,NDUFA1,COX7C,UQCR11,NDUFC1,UQCRB,NDUFB3,NDUFB2,NDUFA6,NDUFS6,NDUFS5,NDUFA13,UQCR10,NDUFA2,COX5B,UQCRQ,NDUFA4,NDUFB8,COX8A,NDUFA7,COX6C,NDUFB4,NDUFB11,NDUFC2,NDUFS8,SDHB,NDUFAF3,NDUFB6,UQCRH,COX6A1,NDUFAB1,COX5A"
"REACTOME_COMPLEX_I_BIOGENESIS","0.000217485863418878","0.00551094083842923","0.517631248253484","2.07558930065014","0","42","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT","NDUFB1,NDUFB7,NDUFA3,NDUFA1,NDUFC1,NDUFB3,NDUFB2,NDUFA6,NDUFS6,NDUFS5,NDUFA13,NDUFA2,NDUFB8,NDUFA7,NDUFB4,NDUFB11,NDUFC2,NDUFS8,NDUFAF3,NDUFB6,NDUFAB1"
"REACTOME_ANTIMICROBIAL_PEPTIDES","0.000217485863418878","0.00551094083842923","0.51782518041854","2.07636692666905","0","42","main","S100A8,S100A9,LTF,BPI,PGLYRP4,DEFB126,ATOX1,PGLYRP1,CCR2,RNASE3,CTSG,DEFA4,DEFA5,PRSS2,GNLY,PRSS3,PLA2G2A,EPPIN,REG3A,PRTN3,TLR1,CAMP"
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION","0.00018034265103697","0.00551094083842923","-0.465027940634622","-2.09348147573759","0","82","REACTOME_REGULATION_OF_TP53_ACTIVITY","TAF9B,CDK2,RFC5,PRKAG2,BRCA1,AURKA,BRIP1,CHEK2,TAF13,NBN,RAD17,BARD1,MAPKAPK5,MRE11,RFC2,CCNA1,ATM,RFC3,PRKAA1,MDM2,KAT5,MDM4,RAD9A,RPA1,TAF7L,CSNK2A1,CCNA2,CHEK1,RAD50,CSNK2A2,PRKAG1,RBBP8,TAF4B"
