REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,California,2015,9,X,3.07302,1369,148,44549
States,Colorado,2015,9,X,1.17759,37,6,3142
States,Connecticut,2015,9,X,2.71553,143,18,5266
States,Delaware,2015,9,X,0.790663,21,11,2656
States,District of Columbia,2015,9,X,5.53977,78,2,1408
States,Florida,2015,9,X,1.52508,284,59,18622
States,Georgia,2015,9,X,2.38229,592,32,24850
States,Hawaii,2015,9,X,8.73866,212,17,2426
States,Idaho,2015,9,X,2.77553,103,10,3711
States,Illinois,2015,9,X,2.60679,1359,91,52133
States,Indiana,2015,9,X,1.39993,118,38,8429
States,Iowa,2015,9,X,0.913441,21,8,2299
States,Kansas,2015,9,X,4.30108,312,31,7254
States,Kentucky,2015,9,X,0.244362,48,19,19643
States,Louisiana,2015,9,X,3.20977,1479,80,46078
States,Maine,2015,9,X,1.94346,99,29,5094
States,Maryland,2015,9,X,1.02528,103,34,10046
States,Massachusetts,2015,9,X,1.45583,367,43,25209
States,Michigan,2015,9,X,0.967417,144,47,14885
States,Minnesota,2015,9,X,2.36808,127,16,5363
States,Mississippi,2015,9,X,6.42088,1247,50,19421
States,Missouri,2015,9,X,2.20076,196,22,8906
States,Montana,2015,9,X,0.4,14,10,3500
States,Nebraska,2015,9,X,1.75055,48,15,2742
States,Nevada,2015,9,X,1.16225,149,26,12820
States,New Hampshire,2015,9,X,0.765249,34,25,4443
States,New Jersey,2015,9,X,2.53917,188,25,7404
States,New Mexico,2015,9,X,2.38854,285,27,11932
States,New York,2015,9,X,2.51903,278,83,11036
States,North Carolina,2015,9,X,2.08497,345,50,16547
States,North Dakota,2015,9,X,1.21239,27,10,2227
States,Ohio,2015,9,X,1.01415,139,46,13706
States,Oklahoma,2015,9,X,5.82613,128,17,2197
States,Oregon,2015,9,X,0.588043,18,9,3061
States,Pennsylvania,2015,9,X,2.71926,333,49,12246
States,Rhode Island,2015,9,X,0.780869,48,19,6147
States,South Carolina,2015,9,X,1.2911,75,13,5809
States,South Dakota,2015,9,X,1.68624,112,24,6642
States,Tennessee,2015,9,X,1.94798,170,49,8727
States,Texas,2015,9,X,4.28631,1751,104,40851
States,Utah,2015,9,X,2.4169,477,42,19736
States,Vermont,2015,9,X,3.08229,106,13,3439
States,Virginia,2015,9,X,1.75565,1682,125,95805
States,Washington,2015,9,X,1.07128,52,36,4854
States,West Virginia,2015,9,X,1.87354,216,36,11529
States,Wisconsin,2015,9,X,2.64821,197,28,7439
States,Wyoming,2015,9,X,2.07863,129,25,6206
States,Puerto Rico,2015,9,X,6.96457,346,7,4968
States,Virgin Islands,2015,9,X,1.14286,4,1,350
States,New York City,2015,9,X,1.62769,1545,88,94920
States,Alabama,2015,10,X,4.71464,418,20,8866
States,Alaska,2015,10,X,0.542005,6,6,1107
States,Arizona,2015,10,X,1.54041,365,53,23695
States,Arkansas,2015,10,X,3.46331,135,15,3898
States,California,2015,10,X,3.17645,1472,142,46341
States,Colorado,2015,10,X,1.26732,43,4,3393
States,Connecticut,2015,10,X,2.73245,144,23,5270
States,Delaware,2015,10,X,0.418545,13,12,3106
States,District of Columbia,2015,10,X,7.28424,92,2,1263
States,Florida,2015,10,X,1.58477,298,57,18804
States,Georgia,2015,10,X,1.97436,422,31,21374
States,Hawaii,2015,10,X,8.16012,212,17,2598
States,Idaho,2015,10,X,3.04081,114,10,3749
States,Illinois,2015,10,X,2.62478,1484,91,56538
States,Indiana,2015,10,X,2.06722,155,35,7498
States,Iowa,2015,10,X,1.02816,23,8,2237
States,Kansas,2015,10,X,4.12485,300,31,7273
States,Kentucky,2015,10,X,0.37317,79,19,21170
States,Louisiana,2015,10,X,3.45693,1695,82,49032
States,Maine,2015,10,X,1.70555,87,29,5101
States,Maryland,2015,10,X,1.1649,141,31,12104
States,Massachusetts,2015,10,X,1.50027,365,45,24329
States,Michigan,2015,10,X,0.891856,159,50,17828
States,Minnesota,2015,10,X,2.59921,131,16,5040
States,Mississippi,2015,10,X,5.5252,991,48,17936
States,Missouri,2015,10,X,2.44123,108,21,4424
States,Montana,2015,10,X,0.71708,22,9,3068
States,Nebraska,2015,10,X,2.20345,60,15,2723
States,Nevada,2015,10,X,1.49568,199,27,13305
States,New Hampshire,2015,10,X,0.614667,29,26,4718
States,New Jersey,2015,10,X,2.24284,191,25,8516
States,New Mexico,2015,10,X,2.56288,323,27,12603
States,New York,2015,10,X,1.8082,191,81,10563
States,North Carolina,2015,10,X,1.83788,229,47,12460
States,North Dakota,2015,10,X,1.64939,35,10,2122
States,Ohio,2015,10,X,0.921524,126,44,13673
States,Oklahoma,2015,10,X,7.09603,184,16,2593
States,Oregon,2015,10,X,0.565698,22,14,3889
States,Pennsylvania,2015,10,X,1.88728,221,54,11710
States,Rhode Island,2015,10,X,0.874727,56,20,6402
States,South Carolina,2015,10,X,0.875182,42,13,4799
States,South Dakota,2015,10,X,1.51797,98,23,6456
States,Tennessee,2015,10,X,0.769849,67,48,8703
States,Texas,2015,10,X,4.17538,1577,104,37769
States,Utah,2015,10,X,1.96868,386,42,19607
States,Vermont,2015,10,X,2.20796,86,13,3895
States,Virginia,2015,10,X,1.62989,1648,124,101111
States,Washington,2015,10,X,1.11298,53,39,4762
States,West Virginia,2015,10,X,1.12277,169,38,15052
States,Wisconsin,2015,10,X,2.59362,196,27,7557
States,Wyoming,2015,10,X,1.51281,88,23,5817
States,Puerto Rico,2015,10,X,6.74732,290,6,4298
States,Virgin Islands,2015,10,X,1.38889,5,1,360
States,New York City,2015,10,X,1.72961,1788,93,103376
States,Alabama,2015,11,X,3.90324,334,20,8557
States,Alaska,2015,11,X,0,0,6,1271
States,Arizona,2015,11,X,1.65807,402,53,24245
States,Arkansas,2015,11,X,3.08406,113,14,3664
States,California,2015,11,X,2.9528,1278,138,43281
States,Colorado,2015,11,X,1.47271,51,5,3463
States,Connecticut,2015,11,X,2.10243,78,21,3710
States,Delaware,2015,11,X,0.242204,8,12,3303
States,District of Columbia,2015,11,X,5.33507,82,2,1537
States,Florida,2015,11,X,0.927023,180,55,19417
States,Georgia,2015,11,X,1.57449,398,31,25278
States,Hawaii,2015,11,X,4.90196,115,16,2346
States,Idaho,2015,11,X,2.76409,101,10,3654
States,Illinois,2015,11,X,2.80325,1562,92,55721
States,Indiana,2015,11,X,1.6775,142,37,8465
States,Iowa,2015,11,X,1.59872,20,8,1251
States,Kansas,2015,11,X,2.83699,177,33,6239
States,Kentucky,2015,11,X,0.47423,106,18,22352
States,Louisiana,2015,11,X,3.10502,1564,79,50370
States,Maine,2015,11,X,1.51289,81,30,5354
States,Maryland,2015,11,X,1.19675,134,30,11197
States,Massachusetts,2015,11,X,1.50587,408,46,27094
States,Michigan,2015,11,X,1.0895,172,50,15787
States,Minnesota,2015,11,X,2.75626,153,17,5551
States,Mississippi,2015,11,X,4.21696,821,47,19469
States,Missouri,2015,11,X,2.01586,89,19,4415
States,Montana,2015,11,X,0.795229,24,9,3018
States,Nebraska,2015,11,X,2.3017,65,15,2824
States,Nevada,2015,11,X,1.06904,144,25,13470
States,New Hampshire,2015,11,X,0.257954,12,26,4652
States,New Jersey,2015,11,X,2.88725,211,24,7308
States,New Mexico,2015,11,X,2.46432,316,26,12823
States,New York,2015,11,X,2.28283,226,77,9900
States,North Carolina,2015,11,X,1.6449,272,49,16536
States,North Dakota,2015,11,X,0.767386,16,8,2085
States,Ohio,2015,11,X,0.885952,118,43,13319
States,Oklahoma,2015,11,X,5.73356,136,17,2372
States,Oregon,2015,11,X,0.991326,32,11,3228
States,Pennsylvania,2015,11,X,1.75258,256,51,14607
States,Rhode Island,2015,11,X,0.621459,34,19,5471
States,South Carolina,2015,11,X,0.316623,12,10,3790
States,South Dakota,2015,11,X,1.13311,83,24,7325
States,Tennessee,2015,11,X,0.922251,79,48,8566
States,Texas,2015,11,X,3.60072,1374,106,38159
States,Utah,2015,11,X,2.11561,411,41,19427
States,Vermont,2015,11,X,2.33352,82,12,3514
States,Virginia,2015,11,X,1.62236,1669,126,102875
States,Washington,2015,11,X,1.07683,37,37,3436
States,West Virginia,2015,11,X,1.41471,191,37,13501
States,Wisconsin,2015,11,X,2.67014,195,29,7303
States,Wyoming,2015,11,X,1.68433,89,23,5284
States,Puerto Rico,2015,11,X,6.74956,342,7,5067
States,Virgin Islands,2015,11,X,0.864553,3,1,347
States,New York City,2015,11,X,1.75095,1697,93,96919
States,Alabama,2015,12,X,2.79083,196,18,7023
States,Alaska,2015,12,X,0.189934,2,6,1053
States,Arizona,2015,12,X,1.2664,336,55,26532
States,Arkansas,2015,12,X,2.43525,63,13,2587
States,California,2015,12,X,2.65624,1097,137,41299
States,Colorado,2015,12,X,0.795287,27,5,3395
States,Connecticut,2015,12,X,2.0923,107,20,5114
States,Delaware,2015,12,X,0.384862,12,12,3118
States,District of Columbia,2015,12,X,5.54156,88,2,1588
States,Florida,2015,12,X,1.15696,150,32,12965
States,Georgia,2015,12,X,1.55379,432,33,27803
States,Hawaii,2015,12,X,6.49029,157,18,2419
States,Idaho,2015,12,X,2.27538,78,10,3428
States,Illinois,2015,12,X,2.92099,1549,94,53030
States,Indiana,2015,12,X,1.28052,107,35,8356
States,Iowa,2015,12,X,0.716997,17,8,2371
States,Kansas,2015,12,X,2.37119,162,29,6832
States,Kentucky,2015,12,X,0.278806,58,18,20803
States,Louisiana,2015,12,X,2.80059,1364,76,48704
States,Maine,2015,12,X,1.46161,79,30,5405
States,Maryland,2015,12,X,1.13963,135,30,11846
States,Massachusetts,2015,12,X,1.56529,439,46,28046
States,Michigan,2015,12,X,0.97011,148,43,15256
States,Minnesota,2015,12,X,4.12833,166,15,4021
States,Mississippi,2015,12,X,3.98078,754,50,18941
States,Missouri,2015,12,X,2.066,72,21,3485
States,Montana,2015,12,X,0.735059,23,9,3129
States,Nebraska,2015,12,X,2.39542,67,15,2797
States,Nevada,2015,12,X,0.786713,108,28,13728
States,New Hampshire,2015,12,X,0.386681,18,24,4655
States,New Jersey,2015,12,X,2.44113,198,25,8111
States,New Mexico,2015,12,X,1.97384,252,27,12767
States,New York,2015,12,X,2.15005,237,81,11023
States,North Carolina,2015,12,X,1.41022,213,45,15104
States,North Dakota,2015,12,X,1.09785,23,9,2095
States,Ohio,2015,12,X,1.19127,161,44,13515
States,Oklahoma,2015,12,X,4.25296,115,17,2704
States,Oregon,2015,12,X,0.581637,14,10,2407
States,Pennsylvania,2015,12,X,1.92067,261,49,13589
States,Rhode Island,2015,12,X,0.403852,26,20,6438
States,South Carolina,2015,12,X,0.713371,39,11,5467
States,South Dakota,2015,12,X,1.44533,101,23,6988
States,Tennessee,2015,12,X,0.627782,55,46,8761
States,Texas,2015,12,X,3.35832,1362,104,40556
States,Utah,2015,12,X,1.91629,364,41,18995
States,Vermont,2015,12,X,2.14936,59,11,2745
States,Virginia,2015,12,X,1.88077,1938,127,103043
States,Washington,2015,12,X,0.806452,35,40,4340
States,West Virginia,2015,12,X,1.62009,251,37,15493
States,Wisconsin,2015,12,X,2.26103,145,28,6413
States,Wyoming,2015,12,X,1.06229,66,22,6213
States,Puerto Rico,2015,12,X,6.27178,306,7,4879
States,Virgin Islands,2015,12,X,0.813008,3,1,369
States,New York City,2015,12,X,1.90063,1887,91,99283
States,Alabama,2015,13,X,1.97849,138,19,6975
States,Alaska,2015,13,X,0.44964,5,6,1112
States,Arizona,2015,13,X,1.36548,333,53,24387
States,Arkansas,2015,13,X,1.73516,57,12,3285
States,California,2015,13,X,2.655,1050,138,39548
States,Colorado,2015,13,X,1.02354,30,6,2931
States,Connecticut,2015,13,X,2.17831,97,20,4453
States,Delaware,2015,13,X,0.239973,7,12,2917
States,District of Columbia,2015,13,X,6.58328,100,2,1519
States,Florida,2015,13,X,1.41889,180,31,12686
States,Georgia,2015,13,X,1.42425,367,31,25768
States,Hawaii,2015,13,X,6.16184,166,18,2694
States,Idaho,2015,13,X,2.07191,68,9,3282
States,Illinois,2015,13,X,2.87552,1547,94,53799
States,Indiana,2015,13,X,1.40811,115,34,8167
States,Iowa,2015,13,X,1.11034,16,6,1441
States,Kansas,2015,13,X,2.05531,136,31,6617
States,Kentucky,2015,13,X,0.403966,88,19,21784
States,Louisiana,2015,13,X,2.68008,1108,80,41342
States,Maine,2015,13,X,1.46424,78,29,5327
States,Maryland,2015,13,X,1.27111,140,31,11014
States,Massachusetts,2015,13,X,1.52827,436,46,28529
States,Michigan,2015,13,X,0.661841,96,49,14505
States,Minnesota,2015,13,X,2.74203,147,16,5361
States,Mississippi,2015,13,X,3.24798,600,48,18473
States,Missouri,2015,13,X,1.93118,142,21,7353
States,Montana,2015,13,X,0.177857,4,9,2249
States,Nebraska,2015,13,X,2.08991,53,15,2536
States,Nevada,2015,13,X,0.972887,122,28,12540
States,New Hampshire,2015,13,X,0.42687,19,25,4451
States,New Jersey,2015,13,X,1.87555,129,24,6878
States,New Mexico,2015,13,X,1.89048,213,27,11267
States,New York,2015,13,X,2.7072,244,79,9013
States,North Carolina,2015,13,X,1.33421,183,47,13716
States,North Dakota,2015,13,X,0.556117,11,9,1978
States,Ohio,2015,13,X,1.16949,140,43,11971
States,Oklahoma,2015,13,X,3.24472,83,18,2558
States,Oregon,2015,13,X,0.89748,26,10,2897
States,Pennsylvania,2015,13,X,1.70947,225,35,13162
States,Rhode Island,2015,13,X,0.519134,35,20,6742
States,South Carolina,2015,13,X,0.594354,32,13,5384
States,South Dakota,2015,13,X,1.40903,102,24,7239
States,Tennessee,2015,13,X,0.551171,44,46,7983
States,Texas,2015,13,X,3.18727,1182,96,37085
States,Utah,2015,13,X,2.09328,377,41,18010
States,Vermont,2015,13,X,3.23268,91,11,2815
States,Virginia,2015,13,X,1.8815,1947,126,103481
States,Washington,2015,13,X,0.825921,39,40,4722
States,West Virginia,2015,13,X,1.52172,207,36,13603
States,Wisconsin,2015,13,X,2.21438,138,26,6232
States,Wyoming,2015,13,X,1.24876,63,20,5045
States,Puerto Rico,2015,13,X,4.95627,204,6,4116
States,Virgin Islands,2015,13,X,1.47929,5,1,338
States,New York City,2015,13,X,1.84952,1810,83,97863
States,Alabama,2015,14,X,1.78527,145,18,8122
States,Alaska,2015,14,X,0,0,6,1176
States,Arizona,2015,14,X,1.19017,280,51,23526
States,Arkansas,2015,14,X,1.37409,49,11,3566
States,California,2015,14,X,2.39851,950,139,39608
States,Colorado,2015,14,X,0.589198,18,6,3055
States,Connecticut,2015,14,X,1.7314,74,12,4274
States,Delaware,2015,14,X,0.196657,6,12,3051
States,District of Columbia,2015,14,X,4.45092,107,2,2404
States,Florida,2015,14,X,1.25239,249,55,19882
States,Georgia,2015,14,X,1.19306,297,32,24894
States,Hawaii,2015,14,X,6.63667,177,17,2667
States,Idaho,2015,14,X,2.11293,58,7,2745
States,Illinois,2015,14,X,2.45215,1358,91,55380
States,Indiana,2015,14,X,1.33264,102,34,7654
States,Iowa,2015,14,X,0.492126,10,7,2032
States,Kansas,2015,14,X,1.75801,119,30,6769
States,Kentucky,2015,14,X,0.466883,102,20,21847
States,Louisiana,2015,14,X,2.33665,1075,75,46006
States,Maine,2015,14,X,1.46252,88,30,6017
States,Maryland,2015,14,X,1.48556,159,30,10703
States,Massachusetts,2015,14,X,1.37273,387,45,28192
States,Michigan,2015,14,X,1.1732,173,47,14746
States,Minnesota,2015,14,X,2.05597,108,15,5253
States,Mississippi,2015,14,X,3.06616,609,50,19862
States,Missouri,2015,14,X,1.83448,131,20,7141
States,Montana,2015,14,X,0.166168,5,9,3009
States,Nebraska,2015,14,X,1.28593,34,14,2644
States,Nevada,2015,14,X,0.903882,112,27,12391
States,New Hampshire,2015,14,X,0.442478,22,26,4972
States,New Jersey,2015,14,X,1.57618,117,21,7423
States,New Mexico,2015,14,X,1.47262,181,27,12291
States,New York,2015,14,X,2.46135,199,78,8085
States,North Carolina,2015,14,X,0.895378,130,45,14519
States,North Dakota,2015,14,X,0.554939,10,8,1802
States,Ohio,2015,14,X,0.85263,95,39,11142
States,Oklahoma,2015,14,X,2.7066,75,19,2771
States,Oregon,2015,14,X,0.55325,16,10,2892
States,Pennsylvania,2015,14,X,1.68904,224,48,13262
States,Rhode Island,2015,14,X,0.698262,47,20,6731
States,South Carolina,2015,14,X,0.410984,22,13,5353
States,South Dakota,2015,14,X,1.05526,76,24,7202
States,Tennessee,2015,14,X,0.414056,37,45,8936
States,Texas,2015,14,X,2.63374,1024,95,38880
States,Utah,2015,14,X,2.02062,339,41,16777
States,Vermont,2015,14,X,2.5641,73,11,2847
States,Virginia,2015,14,X,1.75242,1784,127,101802
States,Washington,2015,14,X,0.448219,19,36,4239
States,West Virginia,2015,14,X,1.71516,214,32,12477
States,Wisconsin,2015,14,X,2.42603,173,27,7131
States,Wyoming,2015,14,X,1.14504,45,20,3930
States,Puerto Rico,2015,14,X,4.84637,194,6,4003
States,Virgin Islands,2015,14,X,1.16959,4,1,342
States,New York City,2015,14,X,1.67838,1631,89,97177
States,Alabama,2015,15,X,1.65746,126,18,7602
States,Alaska,2015,15,X,0.313725,4,6,1275
States,Arizona,2015,15,X,1.25342,316,54,25211
States,Arkansas,2015,15,X,1.06967,39,11,3646
States,California,2015,15,X,2.11801,906,139,42776
States,Colorado,2015,15,X,0.859005,29,6,3376
States,Connecticut,2015,15,X,1.6576,64,17,3861
States,Delaware,2015,15,X,0.191205,4,9,2092
States,District of Columbia,2015,15,X,4.66667,70,2,1500
States,Florida,2015,15,X,0.888298,167,55,18800
States,Georgia,2015,15,X,0.989638,255,29,25767
States,Hawaii,2015,15,X,6.00693,156,18,2597
States,Idaho,2015,15,X,2.02255,61,9,3016
States,Illinois,2015,15,X,2.02342,1142,95,56439
States,Indiana,2015,15,X,1.21816,99,34,8127
States,Iowa,2015,15,X,0.366876,7,7,1908
States,Kansas,2015,15,X,1.37642,92,29,6684
States,Kentucky,2015,15,X,0.23213,53,19,22832
States,Louisiana,2015,15,X,1.7776,786,78,44217
States,Maine,2015,15,X,0.685312,37,25,5399
States,Maryland,2015,15,X,1.17882,136,31,11537
States,Massachusetts,2015,15,X,1.47236,415,44,28186
States,Michigan,2015,15,X,0.74747,130,49,17392
States,Minnesota,2015,15,X,2.53521,117,15,4615
States,Mississippi,2015,15,X,2.50502,487,47,19441
States,Missouri,2015,15,X,1.46409,106,19,7240
States,Montana,2015,15,X,0.166389,5,9,3005
States,Nebraska,2015,15,X,0.962567,27,15,2805
States,Nevada,2015,15,X,0.800924,104,26,12985
States,New Hampshire,2015,15,X,0.241228,11,24,4560
States,New Jersey,2015,15,X,1.60819,121,20,7524
States,New Mexico,2015,15,X,1.53717,183,25,11905
States,New York,2015,15,X,1.91507,184,77,9608
States,North Carolina,2015,15,X,0.986164,134,42,13588
States,North Dakota,2015,15,X,0.941423,18,10,1912
States,Ohio,2015,15,X,0.608189,71,39,11674
States,Oklahoma,2015,15,X,1.67577,46,17,2745
States,Oregon,2015,15,X,0.588847,17,9,2887
States,Pennsylvania,2015,15,X,1.59007,219,44,13773
States,Rhode Island,2015,15,X,0.593698,39,20,6569
States,South Carolina,2015,15,X,0.564175,32,13,5672
States,South Dakota,2015,15,X,1.0287,76,24,7388
States,Tennessee,2015,15,X,0.388394,34,46,8754
States,Texas,2015,15,X,2.74126,1051,95,38340
States,Utah,2015,15,X,1.5241,271,40,17781
States,Vermont,2015,15,X,2.07156,55,11,2655
States,Virginia,2015,15,X,1.46854,1529,125,104117
States,Washington,2015,15,X,0.760369,33,39,4340
States,West Virginia,2015,15,X,1.26955,164,35,12918
States,Wisconsin,2015,15,X,2.06186,158,29,7663
States,Wyoming,2015,15,X,1.1676,48,20,4111
States,Puerto Rico,2015,15,X,4.19323,171,6,4078
States,Virgin Islands,2015,15,X,0.316456,1,1,316
States,New York City,2015,15,X,1.41306,1438,87,101765
States,Alabama,2015,16,X,1.53061,108,14,7056
States,Alaska,2015,16,X,0.435256,4,5,919
States,Arizona,2015,16,X,1.21809,250,45,20524
States,Arkansas,2015,16,X,0.90527,28,10,3093
States,California,2015,16,X,2.13528,858,125,40182
States,Colorado,2015,16,X,0.537178,19,6,3537
States,Connecticut,2015,16,X,1.66299,98,21,5893
States,Delaware,2015,16,X,0.0954198,2,9,2096
States,District of Columbia,2015,16,X,4.90358,89,2,1815
States,Florida,2015,16,X,1.2732,249,56,19557
States,Georgia,2015,16,X,0.714048,129,27,18066
States,Hawaii,2015,16,X,4.33333,104,16,2400
States,Idaho,2015,16,X,2.08398,67,8,3215
States,Illinois,2015,16,X,1.85577,922,88,49683
States,Indiana,2015,16,X,0.874788,67,31,7659
States,Iowa,2015,16,X,0.447539,9,7,2011
States,Kansas,2015,16,X,1.41046,79,28,5601
States,Kentucky,2015,16,X,0.234262,55,18,23478
States,Louisiana,2015,16,X,1.93687,864,74,44608
States,Maine,2015,16,X,1.09351,58,29,5304
States,Maryland,2015,16,X,1.11855,132,31,11801
States,Massachusetts,2015,16,X,1.32892,301,44,22650
States,Michigan,2015,16,X,0.610856,105,50,17189
States,Minnesota,2015,16,X,1.56617,80,15,5108
States,Mississippi,2015,16,X,2.69645,536,49,19878
States,Missouri,2015,16,X,1.31024,87,20,6640
States,Montana,2015,16,X,0.200602,6,9,2991
States,Nebraska,2015,16,X,0.796312,19,14,2386
States,Nevada,2015,16,X,0.53934,68,25,12608
States,New Hampshire,2015,16,X,0.349913,14,23,4001
States,New Jersey,2015,16,X,1.8738,147,21,7845
States,New Mexico,2015,16,X,1.53254,191,27,12463
States,New York,2015,16,X,1.4716,150,75,10193
States,North Carolina,2015,16,X,0.642576,93,44,14473
States,North Dakota,2015,16,X,0.430293,5,8,1162
States,Ohio,2015,16,X,0.483543,57,40,11788
States,Oklahoma,2015,16,X,1.30879,32,19,2445
States,Oregon,2015,16,X,0.83682,22,8,2629
States,Pennsylvania,2015,16,X,1.35877,193,45,14204
States,Rhode Island,2015,16,X,0.735179,47,20,6393
States,South Carolina,2015,16,X,0.199927,11,11,5502
States,South Dakota,2015,16,X,1.01868,72,24,7068
States,Tennessee,2015,16,X,0.269476,22,44,8164
States,Texas,2015,16,X,1.67388,654,97,39071
States,Utah,2015,16,X,2.12351,403,43,18978
States,Vermont,2015,16,X,1.33874,33,9,2465
States,Virginia,2015,16,X,1.47072,1293,126,87916
States,Washington,2015,16,X,0.73776,33,39,4473
States,West Virginia,2015,16,X,1.15489,158,35,13681
States,Wisconsin,2015,16,X,2.30737,165,26,7151
States,Wyoming,2015,16,X,0.542075,21,18,3874
States,Puerto Rico,2015,16,X,4.59048,190,6,4139
States,Virgin Islands,2015,16,X,2.01729,7,1,347
States,New York City,2015,16,X,1.47683,1454,83,98454
States,Alabama,2015,17,X,1.42085,92,14,6475
States,Alaska,2015,17,X,0,0,4,670
States,Arizona,2015,17,X,1.4832,320,51,21575
States,Arkansas,2015,17,X,0.731198,21,10,2872
States,California,2015,17,X,2.14816,912,129,42455
States,Colorado,2015,17,X,0.660859,22,6,3329
States,Connecticut,2015,17,X,1.61093,79,15,4904
States,Delaware,2015,17,X,0.0484496,1,9,2064
States,District of Columbia,2015,17,X,5.77689,87,2,1506
States,Florida,2015,17,X,1.34771,235,54,17437
States,Georgia,2015,17,X,0.879014,216,30,24573
States,Hawaii,2015,17,X,4.70639,109,14,2316
States,Idaho,2015,17,X,3.35893,105,8,3126
States,Illinois,2015,17,X,1.75137,937,92,53501
States,Indiana,2015,17,X,0.983243,71,32,7221
States,Iowa,2015,17,X,0.134228,2,6,1490
States,Kansas,2015,17,X,1.56392,86,25,5499
States,Kentucky,2015,17,X,0.186426,42,19,22529
States,Louisiana,2015,17,X,1.77697,773,75,43501
States,Maine,2015,17,X,0.821722,46,28,5598
States,Maryland,2015,17,X,1.23155,141,30,11449
States,Massachusetts,2015,17,X,0.94502,247,42,26137
States,Michigan,2015,17,X,0.646174,107,49,16559
States,Minnesota,2015,17,X,1.45709,73,15,5010
States,Mississippi,2015,17,X,2.46013,415,48,16869
States,Missouri,2015,17,X,1.41824,102,19,7192
States,Montana,2015,17,X,0.269088,8,9,2973
States,Nebraska,2015,17,X,0.679348,15,12,2208
States,Nevada,2015,17,X,0.397475,51,24,12831
States,New Hampshire,2015,17,X,0.262467,12,25,4572
States,New Jersey,2015,17,X,1.6005,127,21,7935
States,New Mexico,2015,17,X,1.45316,179,27,12318
States,New York,2015,17,X,1.58698,155,74,9767
States,North Carolina,2015,17,X,0.76242,93,39,12198
States,North Dakota,2015,17,X,0.185874,3,9,1614
States,Ohio,2015,17,X,0.637059,70,40,10988
States,Oklahoma,2015,17,X,1.23579,25,16,2023
States,Oregon,2015,17,X,0.55788,12,6,2151
States,Pennsylvania,2015,17,X,1.44705,207,47,14305
States,Rhode Island,2015,17,X,0.419664,28,20,6672
States,South Carolina,2015,17,X,0.299177,16,12,5348
States,South Dakota,2015,17,X,0.991005,65,24,6559
States,Tennessee,2015,17,X,0.28772,25,48,8689
States,Texas,2015,17,X,2.65661,1000,94,37642
States,Utah,2015,17,X,1.56899,378,41,24092
States,Vermont,2015,17,X,1.35542,27,7,1992
States,Virginia,2015,17,X,1.53866,1321,121,85854
States,Washington,2015,17,X,0.478053,22,39,4602
States,West Virginia,2015,17,X,1.39819,190,35,13589
States,Wisconsin,2015,17,X,2.31173,163,28,7051
States,Wyoming,2015,17,X,0.441379,16,18,3625
States,Puerto Rico,2015,17,X,4.15688,177,6,4258
States,Virgin Islands,2015,17,X,0.852273,3,1,352
States,New York City,2015,17,X,1.47229,1466,84,99573
States,Alabama,2015,18,X,1.33359,70,13,5249
States,Alaska,2015,18,X,0,0,4,771
States,Arizona,2015,18,X,1.19174,247,51,20726
States,Arkansas,2015,18,X,0.498132,12,9,2409
States,California,2015,18,X,2.22859,910,125,40833
States,Colorado,2015,18,X,0.668577,21,6,3141
States,Connecticut,2015,18,X,1.57008,55,16,3503
States,Delaware,2015,18,X,0.0462107,1,9,2164
States,District of Columbia,2015,18,X,5.03401,74,2,1470
States,Florida,2015,18,X,1.19148,184,53,15443
States,Georgia,2015,18,X,1.05381,225,28,21351
States,Hawaii,2015,18,X,5.75365,142,15,2468
States,Idaho,2015,18,X,1.81644,57,9,3138
States,Illinois,2015,18,X,1.63577,878,92,53675
States,Indiana,2015,18,X,0.669303,44,31,6574
States,Iowa,2015,18,X,0.237982,5,6,2101
States,Kansas,2015,18,X,0.89201,47,25,5269
States,Kentucky,2015,18,X,0.111622,25,17,22397
States,Louisiana,2015,18,X,1.86324,876,77,47015
States,Maine,2015,18,X,0.977139,53,28,5424
States,Maryland,2015,18,X,1.10579,127,30,11485
States,Massachusetts,2015,18,X,0.948982,226,37,23815
States,Michigan,2015,18,X,0.442288,72,49,16279
States,Minnesota,2015,18,X,1.06451,50,15,4697
States,Mississippi,2015,18,X,2.28433,434,50,18999
States,Missouri,2015,18,X,1.04167,71,19,6816
States,Montana,2015,18,X,0.0699301,2,9,2860
States,Nebraska,2015,18,X,0.932744,19,12,2037
States,Nevada,2015,18,X,0.593662,74,25,12465
States,New Hampshire,2015,18,X,0.137394,6,25,4367
States,New Jersey,2015,18,X,1.60158,130,21,8117
States,New Mexico,2015,18,X,1.40903,170,27,12065
States,New York,2015,18,X,1.8077,185,73,10234
States,North Carolina,2015,18,X,0.896298,107,41,11938
States,North Dakota,2015,18,X,0.175285,2,7,1141
States,Ohio,2015,18,X,0.592977,64,41,10793
States,Oklahoma,2015,18,X,1.98118,40,19,2019
States,Oregon,2015,18,X,0.24321,6,7,2467
States,Pennsylvania,2015,18,X,1.27918,177,50,13837
States,Rhode Island,2015,18,X,0.282251,17,19,6023
States,South Carolina,2015,18,X,0.22567,8,10,3545
States,South Dakota,2015,18,X,0.630613,33,23,5233
