fips2010,rent50_0,rent50_1,rent50_2,rent50_3,rent50_4,state,cbsasub21,areaname21,county,cousub,cntyname,name,pop2017,hu2017,state_alpha
3301137140,1071,1232,1624,2152,2202,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,37140,Hillsborough County,Hollis town,7780,3183,NH
3301137940,1071,1232,1624,2152,2202,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,37940,Hillsborough County,Hudson town,24860,9254,NH
3301142260,1071,1232,1624,2152,2202,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,42260,Hillsborough County,Litchfield town,8425,3080,NH
3301144580,875,1006,1326,1718,2290,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,44580,Hillsborough County,Lyndeborough town,1770,750,NH
3301145140,952,1103,1396,1736,1893,33,METRO31700MM4760,"Manchester, NH HUD Metro FMR Area",11,45140,Hillsborough County,Manchester city,110600,49429,NH
3301146260,1071,1232,1624,2152,2202,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,46260,Hillsborough County,Mason town,1490,632,NH
3301147540,1071,1232,1624,2152,2202,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,47540,Hillsborough County,Merrimack town,25565,10087,NH
3301148020,1071,1232,1624,2152,2202,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,48020,Hillsborough County,Milford town,15290,6368,NH
3301149140,1071,1232,1624,2152,2202,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,49140,Hillsborough County,Mont Vernon town,2500,907,NH
3301150260,1071,1232,1624,2152,2202,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,50260,Hillsborough County,Nashua city,87640,37054,NH
3301150740,875,1006,1326,1718,2290,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,50740,Hillsborough County,New Boston town,5505,1922,NH
3301151940,1071,1232,1624,2152,2202,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,51940,Hillsborough County,New Ipswich town,5205,2035,NH
3301159940,1071,1232,1624,2152,2202,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,59940,Hillsborough County,Pelham town,13325,4866,NH
3301160580,875,1006,1326,1718,2290,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,60580,Hillsborough County,Peterborough town,6450,3287,NH
3301168820,875,1006,1326,1718,2290,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,68820,Hillsborough County,Sharon town,330,182,NH
3301176260,875,1006,1326,1718,2290,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,76260,Hillsborough County,Temple town,1410,620,NH
3301179780,952,1103,1396,1736,1893,33,METRO31700MM4760,"Manchester, NH HUD Metro FMR Area",11,79780,Hillsborough County,Weare town,8920,3704,NH
3301185220,1071,1232,1624,2152,2202,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,85220,Hillsborough County,Wilton town,3685,1703,NH
3301185940,875,1006,1326,1718,2290,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,85940,Hillsborough County,Windsor town,225,141,NH
3301300660,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,00660,Merrimack County,Allenstown town,4315,1806,NH
3301301460,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,01460,Merrimack County,Andover town,2785,1281,NH
3301306260,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,06260,Merrimack County,Boscawen town,3985,1433,NH
3301306500,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,06500,Merrimack County,Bow town,7690,2867,NH
3301306980,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,06980,Merrimack County,Bradford town,1680,916,NH
3301309860,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,09860,Merrimack County,Canterbury town,2250,1082,NH
3301312420,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,12420,Merrimack County,Chichester town,2590,1055,NH
3301314200,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,14200,Merrimack County,Concord city,42715,18542,NH
3301316980,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,16980,Merrimack County,Danbury town,1280,725,NH
3301319460,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,19460,Merrimack County,Dunbarton town,2790,1060,NH
3301324900,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,24900,Merrimack County,Epsom town,4650,1965,NH
3301327380,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,27380,Merrimack County,Franklin city,8490,4216,NH
3301335540,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,35540,Merrimack County,Henniker town,4895,2000,NH
3301335860,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,35860,Merrimack County,Hill town,945,501,NH
3301337300,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,37300,Merrimack County,Hooksett town,13985,5250,NH
3301337540,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,37540,Merrimack County,Hopkinton town,5615,2320,NH
3301343380,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,43380,Merrimack County,Loudon town,5405,2190,NH
3301350900,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,50900,Merrimack County,Newbury town,1890,1677,NH
3301352100,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,52100,Merrimack County,New London town,4525,2242,NH
3301354260,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,54260,Merrimack County,Northfield town,4820,1931,NH
3301360020,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,60020,Merrimack County,Pembroke town,7135,2956,NH
3301361940,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,61940,Merrimack County,Pittsfield town,4090,1758,NH
3301366980,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,66980,Merrimack County,Salisbury town,1260,593,NH
3301375460,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,75460,Merrimack County,Sutton town,1930,1068,NH
3301378580,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,78580,Merrimack County,Warner town,2885,1346,NH
3301380020,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,80020,Merrimack County,Webster town,1870,926,NH
3301384900,886,966,1251,1620,1729,33,NCNTY33013N33013,"Merrimack County, NH",13,84900,Merrimack County,Wilmot town,1475,743,NH
3301502340,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,02340,Rockingham County,Atkinson town,6840,2865,NH
3301502820,1219,1259,1632,2336,2433,33,METRO14460MM4760,"Western Rockingham County, NH HUD Metro FMR Area",15,02820,Rockingham County,Auburn town,5295,2037,NH
3301507220,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,07220,Rockingham County,Brentwood town,4690,1605,NH
3301509300,1219,1259,1632,2336,2433,33,METRO14460MM4760,"Western Rockingham County, NH HUD Metro FMR Area",15,09300,Rockingham County,Candia town,3930,1568,NH
3301512100,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,12100,Rockingham County,Chester town,4935,1746,NH
3301517140,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,17140,Rockingham County,Danville town,4480,1646,NH
3301517460,1219,1259,1632,2336,2433,33,METRO14460MM4760,"Western Rockingham County, NH HUD Metro FMR Area",15,17460,Rockingham County,Deerfield town,4420,1835,NH
3301517940,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,17940,Rockingham County,Derry town,33310,13792,NH
3301521380,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,21380,Rockingham County,East Kingston town,2465,931,NH
3301524660,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,24660,Rockingham County,Epping town,6860,2923,NH
3301525380,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,25380,Rockingham County,Exeter town,14735,6702,NH
3301527940,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,27940,Rockingham County,Fremont town,4590,1766,NH
3301531700,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,31700,Rockingham County,Greenland town,3865,1552,NH
3301532900,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,32900,Rockingham County,Hampstead town,8600,3763,NH
3301533060,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,33060,Rockingham County,Hampton town,15320,9777,NH
3301533460,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,33460,Rockingham County,Hampton Falls town,2335,942,NH
3301539780,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,39780,Rockingham County,Kensington town,2195,884,NH
3301540100,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,40100,Rockingham County,Kingston town,6140,2583,NH
3301543220,1219,1259,1632,2336,2433,33,METRO14460MM4760,"Western Rockingham County, NH HUD Metro FMR Area",15,43220,Rockingham County,Londonderry town,25115,9344,NH
3301550980,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,50980,Rockingham County,New Castle town,915,563,NH
3301551380,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,51380,Rockingham County,Newfields town,1560,549,NH
3301551620,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,51620,Rockingham County,Newington town,820,355,NH
3301552340,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,52340,Rockingham County,Newmarket town,8975,4274,NH
3301552900,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,52900,Rockingham County,Newton town,4825,1906,NH
3301554580,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,54580,Rockingham County,North Hampton town,4430,1922,NH
3301556820,1219,1259,1632,2336,2433,33,METRO14460MM4760,"Western Rockingham County, NH HUD Metro FMR Area",15,56820,Rockingham County,Northwood town,4280,2098,NH
3301557460,1219,1259,1632,2336,2433,33,METRO14460MM4760,"Western Rockingham County, NH HUD Metro FMR Area",15,57460,Rockingham County,Nottingham town,4960,1993,NH
3301562500,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,62500,Rockingham County,Plaistow town,7640,3132,NH
3301562900,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,62900,Rockingham County,Portsmouth city,21645,10439,NH
3301564020,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,64020,Rockingham County,Raymond town,10325,4241,NH
3301566180,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,66180,Rockingham County,Rye town,5400,2675,NH
3301566660,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,66660,Rockingham County,Salem town,28950,11781,NH
3301567620,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,67620,Rockingham County,Sandown town,6280,2352,NH
3301568260,1842,2034,2470,3072,3349,33,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",15,68260,Rockingham County,Seabrook town,8835,4976,NH
3301571140,1842,2034,2470,3072,3349,33,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",15,71140,Rockingham County,South Hampton town,795,399,NH
3301574340,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",15,74340,Rockingham County,Stratham town,7370,2913,NH
3301585780,1045,1219,1566,1948,2124,33,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",15,85780,Rockingham County,Windham town,14345,5358,NH
3301703460,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,03460,Strafford County,Barrington town,8840,3668,NH
3301718820,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,18820,Strafford County,Dover city,30900,13895,NH
3301719700,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,19700,Strafford County,Durham town,16150,3818,NH
3301726020,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,26020,Strafford County,Farmington town,6835,3076,NH
3301741460,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,41460,Strafford County,Lee town,4375,1752,NH
3301744820,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,44820,Strafford County,Madbury town,1905,666,NH
3301747700,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,47700,Strafford County,Middleton town,1685,780,NH
3301748660,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,48660,Strafford County,Milton town,4600,2040,NH
3301751220,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,51220,Strafford County,New Durham town,2665,1667,NH
3301765140,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,65140,Strafford County,Rochester city,30210,13661,NH
3301765540,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,65540,Strafford County,Rollinsford town,2530,1139,NH
3301769940,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,69940,Strafford County,Somersworth city,11795,5214,NH
3301773860,1033,1102,1419,1924,2375,33,METRO14460MM6450,"Portsmouth-Rochester, NH HUD Metro FMR Area",17,73860,Strafford County,Strafford town,4055,1733,NH
3301900260,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,00260,Sullivan County,Acworth town,1030,619,NH
3301911380,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,11380,Sullivan County,Charlestown town,5010,2338,NH
3301912900,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,12900,Sullivan County,Claremont city,13030,6317,NH
3301915060,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,15060,Sullivan County,Cornish town,1775,826,NH
3301916340,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,16340,Sullivan County,Croydon town,810,414,NH
3301930500,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,30500,Sullivan County,Goshen town,730,405,NH
3301931220,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,31220,Sullivan County,Grantham town,2940,1670,NH
3301940900,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,40900,Sullivan County,Langdon town,885,354,NH
3301941700,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,41700,Sullivan County,Lempster town,860,687,NH
3301952580,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,52580,Sullivan County,Newport town,6385,2742,NH
3301962340,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,62340,Sullivan County,Plainfield town,2440,1015,NH
3301972740,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,72740,Sullivan County,Springfield town,1010,680,NH
3301975060,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,75060,Sullivan County,Sunapee town,3405,2632,NH
3301977940,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,77940,Sullivan County,Unity town,1500,673,NH
3301978980,806,855,1116,1388,1773,33,NCNTY33019N33019,"Sullivan County, NH",19,78980,Sullivan County,Washington town,1265,1194,NH
3400199999,1012,1194,1509,2067,2302,34,METRO12100M12100,"Atlantic City-Hammonton, NJ MSA",1,99999,Atlantic County,Atlantic County,272925,127809,NJ
3400399999,1341,1608,1892,2353,2915,34,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",3,99999,Bergen County,Bergen County,937920,355632,NJ
3400599999,970,1121,1358,1689,1935,34,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",5,99999,Burlington County,Burlington County,449190,178178,NJ
3400799999,970,1121,1358,1689,1935,34,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",7,99999,Camden County,Camden County,510995,205883,NJ
3400999999,962,1145,1458,1888,1977,34,METRO36140M36140,"Ocean City, NJ MSA",9,99999,Cape May County,Cape May County,94550,99014,NJ
3401199999,988,1103,1439,1910,2219,34,METRO47220M47220,"Vineland-Bridgeton, NJ MSA",11,99999,Cumberland County,Cumberland County,154950,56332,NJ
3401399999,1221,1468,1776,2265,2700,34,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",13,99999,Essex County,Essex County,800400,315186,NJ
3401599999,970,1121,1358,1689,1935,34,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",15,99999,Gloucester County,Gloucester County,291370,112516,NJ
3401799999,1677,1825,2119,2636,2873,34,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",17,99999,Hudson County,Hudson County,679755,277742,NJ
3401999999,1297,1477,1888,2356,2683,34,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",19,99999,Hunterdon County,Hunterdon County,125715,49984,NJ
3402199999,1110,1280,1683,2093,2304,34,METRO45940M45940,"Trenton, NJ MSA",21,99999,Mercer County,Mercer County,373360,144385,NJ
3402399999,1297,1477,1888,2356,2683,34,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",23,99999,Middlesex County,Middlesex County,837290,299753,NJ
3402599999,1207,1384,1771,2441,2706,34,METRO35620MM5190,"Monmouth-Ocean, NJ HUD Metro FMR Area",25,99999,Monmouth County,Monmouth County,627550,260524,NJ
3402799999,1221,1468,1776,2265,2700,34,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",27,99999,Morris County,Morris County,498845,191642,NJ
3402999999,1207,1384,1771,2441,2706,34,METRO35620MM5190,"Monmouth-Ocean, NJ HUD Metro FMR Area",29,99999,Ocean County,Ocean County,589700,281171,NJ
3403199999,1341,1608,1892,2353,2915,34,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",31,99999,Passaic County,Passaic County,510565,176843,NJ
3403399999,970,1121,1358,1689,1935,34,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",33,99999,Salem County,Salem County,63775,27584,NJ
3403599999,1297,1477,1888,2356,2683,34,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",35,99999,Somerset County,Somerset County,333315,125762,NJ
3403799999,1221,1468,1776,2265,2700,34,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",37,99999,Sussex County,Sussex County,143570,62275,NJ
3403999999,1221,1468,1776,2265,2700,34,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",39,99999,Union County,Union County,557320,201442,NJ
3404199999,995,1101,1356,1687,1839,34,METRO10900MM5640,"Warren County, NJ HUD Metro FMR Area",41,99999,Warren County,Warren County,107090,45398,NJ
3500199999,669,830,1013,1450,1742,35,METRO10740M10740,"Albuquerque, NM MSA",1,99999,Bernalillo County,Bernalillo County,674855,291099,NM
3500399999,574,583,734,999,1235,35,NCNTY35003N35003,"Catron County, NM",3,99999,Catron County,Catron County,3545,4000,NM
3500599999,720,725,955,1233,1372,35,NCNTY35005N35005,"Chaves County, NM",5,99999,Chaves County,Chaves County,65455,27085,NM
3500699999,693,709,808,1019,1096,35,NCNTY35006N35006,"Cibola County, NM",6,99999,Cibola County,Cibola County,27050,11306,NM
3500799999,623,628,825,1026,1167,35,NCNTY35007N35007,"Colfax County, NM",7,99999,Colfax County,Colfax County,12520,10207,NM
3500999999,664,763,1006,1351,1627,35,NCNTY35009N35009,"Curry County, NM",9,99999,Curry County,Curry County,50285,21067,NM
3501199999,716,728,916,1246,1541,35,NCNTY35011N35011,"De Baca County, NM",11,99999,De Baca County,De Baca County,2015,1143,NM
3501399999,601,635,773,1106,1330,35,METRO29740M29740,"Las Cruces, NM MSA",13,99999,Dona Ana County,Dona Ana County,213850,86218,NM
3501599999,914,920,1114,1594,1929,35,NCNTY35015N35015,"Eddy County, NM",15,99999,Eddy County,Eddy County,56795,24011,NM
3501799999,659,699,843,1120,1385,35,NCNTY35017N35017,"Grant County, NM",17,99999,Grant County,Grant County,28380,14960,NM
3501999999,574,627,734,1050,1235,35,NCNTY35019N35019,"Guadalupe County, NM",19,99999,Guadalupe County,Guadalupe County,4425,2498,NM
3502199999,574,583,734,1050,1235,35,NCNTY35021N35021,"Harding County, NM",21,99999,Harding County,Harding County,545,564,NM
3502399999,577,579,738,918,1221,35,NCNTY35023N35023,"Hidalgo County, NM",23,99999,Hidalgo County,Hidalgo County,4445,2438,NM
3502599999,792,823,1084,1402,1592,35,NCNTY35025N35025,"Lea County, NM",25,99999,Lea County,Lea County,69505,25937,NM
3502799999,744,765,951,1213,1600,35,NCNTY35027N35027,"Lincoln County, NM",27,99999,Lincoln County,Lincoln County,19495,17976,NM
3502899999,906,995,1246,1669,2157,35,NCNTY35028N35028,"Los Alamos County, NM",28,99999,Los Alamos County,Los Alamos County,18030,8370,NM
3502999999,519,597,787,1107,1363,35,NCNTY35029N35029,"Luna County, NM",29,99999,Luna County,Luna County,24320,11213,NM
3503199999,711,721,829,1079,1124,35,NCNTY35031N35031,"McKinley County, NM",31,99999,McKinley County,McKinley County,72850,26163,NM
3503399999,716,728,916,1246,1541,35,NCNTY35033N35033,"Mora County, NM",33,99999,Mora County,Mora County,4605,2765,NM
3503599999,651,719,820,1174,1420,35,NCNTY35035N35035,"Otero County, NM",35,99999,Otero County,Otero County,65130,31561,NM
3503799999,574,586,734,981,1235,35,NCNTY35037N35037,"Quay County, NM",37,99999,Quay County,Quay County,8445,5659,NM
3503999999,748,765,872,1085,1182,35,NCNTY35039N35039,"Rio Arriba County, NM",39,99999,Rio Arriba County,Rio Arriba County,39455,20001,NM
3504199999,707,712,938,1269,1412,35,NCNTY35041N35041,"Roosevelt County, NM",41,99999,Roosevelt County,Roosevelt County,19315,8434,NM
3504399999,669,830,1013,1450,1742,35,METRO10740M10740,"Albuquerque, NM MSA",43,99999,Sandoval County,Sandoval County,138815,55163,NM
3504599999,718,725,837,1101,1277,35,METRO22140M22140,"Farmington, NM MSA",45,99999,San Juan County,San Juan County,128220,50716,NM
3504799999,754,759,896,1181,1215,35,NCNTY35047N35047,"San Miguel County, NM",47,99999,San Miguel County,San Miguel County,28205,15873,NM
3504999999,866,1012,1154,1468,1693,35,METRO42140M42140,"Santa Fe, NM MSA",49,99999,Santa Fe County,Santa Fe County,147515,72746,NM
3505199999,519,597,787,1063,1067,35,NCNTY35051N35051,"Sierra County, NM",51,99999,Sierra County,Sierra County,11255,8490,NM
3505399999,620,624,793,1135,1373,35,NCNTY35053N35053,"Socorro County, NM",53,99999,Socorro County,Socorro County,17100,8179,NM
3505599999,837,842,1019,1267,1764,35,NCNTY35055N35055,"Taos County, NM",55,99999,Taos County,Taos County,32810,20721,NM
3505799999,669,830,1013,1450,1742,35,METRO10740M10740,"Albuquerque, NM MSA",57,99999,Torrance County,Torrance County,15535,7990,NM
3505999999,553,557,734,1050,1157,35,NCNTY35059N35059,"Union County, NM",59,99999,Union County,Union County,4215,2343,NM
3506199999,669,830,1013,1450,1742,35,METRO10740M10740,"Albuquerque, NM MSA",61,99999,Valencia County,Valencia County,75845,30894,NM
3600199999,873,984,1205,1499,1634,36,METRO10580M10580,"Albany-Schenectady-Troy, NY MSA",1,99999,Albany County,Albany County,308580,140088,NY
3600399999,567,610,757,980,1138,36,NCNTY36003N36003,"Allegany County, NY",3,99999,Allegany County,Allegany County,47400,26324,NY
3600599999,1940,1985,2263,2864,3069,36,METRO35620MM5600,"New York, NY HUD Metro FMR Area",5,99999,Bronx County,Bronx County,1455845,524488,NY
3600799999,662,685,886,1170,1344,36,METRO13780M13780,"Binghamton, NY MSA",7,99999,Broome County,Broome County,196125,90727,NY
3600999999,632,635,768,1062,1155,36,NCNTY36009N36009,"Cattaraugus County, NY",9,99999,Cattaraugus County,Cattaraugus County,78175,41431,NY
3601199999,664,713,882,1120,1246,36,NCNTY36011N36011,"Cayuga County, NY",11,99999,Cayuga County,Cayuga County,78320,36882,NY
3601399999,593,650,795,1038,1133,36,NCNTY36013N36013,"Chautauqua County, NY",13,99999,Chautauqua County,Chautauqua County,130845,67422,NY
3601599999,787,792,998,1317,1386,36,METRO21300M21300,"Elmira, NY MSA",15,99999,Chemung County,Chemung County,86885,38761,NY
3601799999,565,672,823,1048,1116,36,NCNTY36017N36017,"Chenango County, NY",17,99999,Chenango County,Chenango County,48765,25269,NY
3601999999,735,740,939,1222,1345,36,NCNTY36019N36019,"Clinton County, NY",19,99999,Clinton County,Clinton County,81225,36352,NY
3602199999,807,907,1090,1442,1478,36,NCNTY36021N36021,"Columbia County, NY",21,99999,Columbia County,Columbia County,61480,33252,NY
3602399999,715,774,918,1143,1356,36,NCNTY36023N36023,"Cortland County, NY",23,99999,Cortland County,Cortland County,48335,20724,NY
3602599999,672,676,795,1074,1078,36,NCNTY36025N36025,"Delaware County, NY",25,99999,Delaware County,Delaware County,45950,31524,NY
3602799999,1169,1246,1575,2005,2251,36,METRO35620M39100,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",27,99999,Dutchess County,Dutchess County,295685,120136,NY
3602999999,794,824,982,1221,1370,36,METRO15380M15380,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",29,99999,Erie County,Erie County,923995,425716,NY
3603199999,732,774,919,1246,1251,36,NCNTY36031N36031,"Essex County, NY",31,99999,Essex County,Essex County,38235,26114,NY
3603399999,554,709,808,1086,1096,36,NCNTY36033N36033,"Franklin County, NY",33,99999,Franklin County,Franklin County,51055,25582,NY
3603599999,623,721,887,1103,1311,36,NCNTY36035N36035,"Fulton County, NY",35,99999,Fulton County,Fulton County,53955,29004,NY
