DF_927_1_GFP_tdt	DF_927_1_GFP	DF_980_3_GFP_tdt	DF_980_3_GFP	Gene	gene_symbol
3.70704236808192	5.90630477940169	3.00977242481487	4.60670706175354	1110032F04Rik	1110032F04Rik
304.904234774738	237.433452131948	328.065194304821	485.546924308823	1110034G24Rik	1110034G24Rik
3.70704236808192	7.08756573528203	6.01954484962974	0.921341412350708	1110036E04Rik	1110036E04Rik
4011.94660285665	4407.28462638954	3781.27742304241	3342.62664400837	1110037F02Rik	1110037F02Rik
1104.69862568841	1130.46673477748	3036.8603766382	2095.13037168551	1110038B12Rik	1110038B12Rik
1222.39722087501	1164.72330249801	1276.1435081215	1473.22491834878	1110038F14Rik	1110038F14Rik
89.8957774259865	29.5315238970084	31.100981723087	20.2695110717156	1110046J04Rik	1110046J04Rik
737.701431248301	519.754820587349	465.511468371366	425.659732506027	1110051M20Rik	1110051M20Rik
1.85352118404096	0	1.00325747493829	0	1110058D11Rik	1110058D11Rik
1546.76342808218	1435.23206139461	2510.1502022956	1857.42428729903	1110059E24Rik	1110059E24Rik
1104.69862568841	882.401934042612	1393.52463268928	1247.49627232286	1110059G10Rik	1110059G10Rik
430.016914697502	324.846762867093	721.34212448063	776.690810611647	1110065P20Rik	1110065P20Rik
24.0957753925325	23.6252191176068	58.1889335464208	25.7975595458198	1190002F15Rik	1190002F15Rik
6060.08751122191	2401.50352330473	1609.22498980102	1882.3005054325	1190002N15Rik	1190002N15Rik
0	0	0	0	1190003K10Rik	1190003K10Rik
4.6338029601024	7.08756573528203	5.01628737469145	3.68536564940283	1190005I06Rik	1190005I06Rik
282.661980566246	248.064800734871	235.765506610498	319.705470085696	1190007I07Rik	1190007I07Rik
2842.37473572681	3268.54906492089	2978.67144309178	3537.95102342672	1200014J11Rik	1200014J11Rik
800.721151505694	629.61208948422	743.413788929272	813.544467105675	1300002E11Rik	1300002E11Rik
16.6816906563686	18.9001752940854	25.0814368734572	7.37073129880566	1300017J02Rik	1300017J02Rik
244.664796293406	166.557794779128	60.1954484962974	12.8987797729099	1500004A13Rik	1500004A13Rik
0	0	0	0	1500009C09Rik	1500009C09Rik
27.8028177606144	50.7942211028545	84.2736278948163	41.4603635557819	1500009L16Rik	1500009L16Rik
661.707062702622	452.422946102169	649.107586285073	649.545695707249	1500011B03Rik	1500011B03Rik
1001.82819997414	896.577065513176	1905.18594490781	3139.01019187886	1500011K16Rik	1500011K16Rik
2880.37191999965	2266.83977433437	3752.1829562692	6937.70083500083	1500012F01Rik	1500012F01Rik
0	0	0	0	1500012K07Rik	1500012K07Rik
730.287346512137	769.0008822781	354.149888653216	1163.65420379894	1500015A07Rik	1500015A07Rik
4.6338029601024	0	0	0.921341412350708	1500015L24Rik	1500015L24Rik
6.48732414414335	12.9938705146837	10.0325747493829	10.1347555358578	1500015O10Rik	1500015O10Rik
6.48732414414335	1.18126095588034	1.00325747493829	0.921341412350708	1500017E21Rik	1500017E21Rik
27.8028177606144	21.2626972058461	10.0325747493829	21.1908524840663	1500026H17Rik	1500026H17Rik
11.1211271042457	11.8126095588034	11.0358322243212	9.21341412350708	1600002D24Rik	1600002D24Rik
460.600014234178	424.072683161041	487.583132820009	522.400580802851	1600002H07Rik	1600002H07Rik
207.594372612587	235.070930220187	502.631994944083	466.198754649458	1600002K03Rik	1600002K03Rik
0	2.36252191176068	0	0	1600010M07Rik	1600010M07Rik
2060.18879606152	1588.79598565905	2002.50191997683	1770.81819453806	1600012H06Rik	1600012H06Rik
778.478897297202	769.0008822781	998.241187563598	1092.71091504794	1600014C10Rik	1600014C10Rik
0.926760592020479	4.72504382352135	0	2.76402423705212	1600014C23Rik	1600014C23Rik
0	0	0	0	1600014K23Rik	1600014K23Rik
0	0	0	0	1600015I10Rik	1600015I10Rik
0	0	0	0	1600019K03Rik	1600019K03Rik
489.329592586813	278.77758558776	459.491923521737	470.805461711212	1600020E01Rik	1600020E01Rik
2.78028177606144	3.54378286764101	9.0293172744446	6.44938988645496	1600023N17Rik	1600023N17Rik
0	0	0	0	1600025M17Rik	1600025M17Rik
0	0	0	0	1600027J07Rik	1600027J07Rik
2.78028177606144	0	0	0	1600029I14Rik	1600029I14Rik
0	1.18126095588034	0	0	1600029O15Rik	1600029O15Rik
11.1211271042457	2.36252191176068	0	1.84268282470142	1700001C02Rik	1700001C02Rik
6.48732414414335	4.72504382352135	4.01302989975316	3.68536564940283	1700001C19Rik	1700001C19Rik
2.78028177606144	0	1.00325747493829	0	1700001D01Rik	1700001D01Rik
0	0	0	0	1700001F09Rik	1700001F09Rik
1.85352118404096	0	0	0	1700001G01Rik	1700001G01Rik
0	0	2.00651494987658	1.84268282470142	1700001G11Rik	1700001G11Rik
26.8760571685939	20.0814362499657	68.2215082958037	121.617066430293	1700001G17Rik	1700001G17Rik
7.41408473616383	3.54378286764101	1.00325747493829	4.60670706175354	1700001J03Rik	1700001J03Rik
4.6338029601024	2.36252191176068	1.00325747493829	3.68536564940283	1700001J11Rik	1700001J11Rik
53.7521143371878	37.8003505881708	33.1074966729635	30.4042666075734	1700001K19Rik	1700001K19Rik
4.6338029601024	0	4.01302989975316	0.921341412350708	1700001K23Rik	1700001K23Rik
190.912681956219	237.433452131948	168.547255789633	247.84083992234	1700001L05Rik	1700001L05Rik
14.8281694723277	7.08756573528203	7.02280232456803	10.1347555358578	1700001L19Rik	1700001L19Rik
104.723946898314	89.7758326469057	97.3159750690141	100.426213946227	1700001O22Rik	1700001O22Rik
17.6084512483891	12.9938705146837	31.100981723087	32.2469494322748	1700001P01Rik	1700001P01Rik
0	0	0	0	1700003C15Rik	1700003C15Rik
2.78028177606144	0	0	10.1347555358578	1700003D09Rik	1700003D09Rik
215.935217940772	394.541159264033	320.039134505314	480.94021724707	1700003E16Rik	1700003E16Rik
0	0	0	0	1700003E24Rik	1700003E24Rik
11.1211271042457	4.72504382352135	15.0488621240743	35.9323150816776	1700003F12Rik	1700003F12Rik
0	1.18126095588034	0	0	1700003G13Rik	1700003G13Rik
0	0	3.00977242481487	0.921341412350708	1700003G18Rik	1700003G18Rik
0	0	0	0	1700003H04Rik	1700003H04Rik
0	0	0	0	1700003I22Rik	1700003I22Rik
0	0	0	0	1700003L19Rik	1700003L19Rik
24.0957753925325	28.3502629411281	24.0781793985189	29.4829251952227	1700003M02Rik	1700003M02Rik
11.1211271042457	12.9938705146837	8.02605979950632	1.84268282470142	1700003M07Rik	1700003M07Rik
0	0	0	0	1700003P14Rik	1700003P14Rik
0	0	0	0	1700006A11Rik	1700006A11Rik
0	0	0	0	1700006E09Rik	1700006E09Rik
0	1.18126095588034	0	0	1700006F04Rik	1700006F04Rik
4.6338029601024	0	0	0	1700006H21Rik	1700006H21Rik
0	0	0	0	1700007B14Rik	1700007B14Rik
0	0	0	0	1700007F19Rik	1700007F19Rik
8.34084532818431	3.54378286764101	0	1.84268282470142	1700007G11Rik	1700007G11Rik
73.2140867696179	14.1751314705641	15.0488621240743	13.8201211852606	1700007J10Rik	1700007J10Rik
2.78028177606144	4.72504382352135	0	1.84268282470142	1700007K09Rik	1700007K09Rik
49.1183113770854	38.9816115440511	165.537483364818	131.751821966151	1700007K13Rik	1700007K13Rik
61.1661990733516	57.8817868381365	95.3094601191375	138.201211852606	1700007L15Rik	1700007L15Rik
0	0	0	0	1700007P06Rik	1700007P06Rik
0	0	0	0	1700008C04Rik	1700008C04Rik
159.402821827522	154.745185220324	97.3159750690141	92.1341412350708	1700008J07Rik	1700008J07Rik
0	0	0	0	1700008K24Rik	1700008K24Rik
48.1915507850649	22.4439581617264	41.1335564724699	72.7859715757059	1700008O03Rik	1700008O03Rik
0	0	0	0	1700008P02Rik	1700008P02Rik
0	0	0	0	1700009C05Rik	1700009C05Rik
2.78028177606144	0	0	0	1700009J07Rik	1700009J07Rik
0.926760592020479	1.18126095588034	0	0	1700009N14Rik	1700009N14Rik
0	0	0	0	1700010B08Rik	1700010B08Rik
0	0	0	0	1700010D01Rik	1700010D01Rik
0	0	0	0	1700010I02Rik	1700010I02Rik
149.208455315297	148.838880440923	227.739446810992	222.043280376521	1700010I14Rik	1700010I14Rik
0	0	0	0	1700010J16Rik	1700010J16Rik
0	0	0	0	1700010K23Rik	1700010K23Rik
34.2901419047577	16.5376533823247	13.0423471741978	9.21341412350708	1700011A15Rik	1700011A15Rik
0	0	0	0	1700011B04Rik	1700011B04Rik
0	0	0	0	1700011C11Rik	1700011C11Rik
0.926760592020479	1.18126095588034	2.00651494987658	3.68536564940283	1700011E24Rik	1700011E24Rik
5.56056355212287	2.36252191176068	9.0293172744446	6.44938988645496	1700011H14Rik	1700011H14Rik
9.26760592020479	10.631348602923	10.0325747493829	8.29207271115637	1700011I03Rik	1700011I03Rik
0.926760592020479	2.36252191176068	0	0	1700011L22Rik	1700011L22Rik
0	0	0	0	1700011M02Rik	1700011M02Rik
0	0	0	0	1700012A03Rik	1700012A03Rik
0	0	0	0	1700012B07Rik	1700012B07Rik
1.85352118404096	5.90630477940169	1.00325747493829	4.60670706175354	1700012B09Rik	1700012B09Rik
7.41408473616383	4.72504382352135	12.0390896992595	13.8201211852606	1700012C14Rik	1700012C14Rik
38.9239448648601	48.4316991910938	50.1628737469145	81.0780442868623	1700012D01Rik	1700012D01Rik
47.2647901930444	38.9816115440511	39.1270415225933	49.7524362669382	1700012D14Rik	1700012D14Rik
1.85352118404096	0	0	0	1700012D16Rik	1700012D16Rik
0	0	0	0	1700012H19Rik	1700012H19Rik
0	0	0	0	1700012I11Rik	1700012I11Rik
0	0	3.00977242481487	2.76402423705212	1700012L04Rik	1700012L04Rik
0	0	0	0	1700012P22Rik	1700012P22Rik
0	0	1.00325747493829	0	1700013D24Rik	1700013D24Rik
0.926760592020479	5.90630477940169	3.00977242481487	0.921341412350708	1700013F07Rik	1700013F07Rik
0	0	0	0	1700013G24Rik	1700013G24Rik
1.85352118404096	0	0	0	1700013H16Rik	1700013H16Rik
13.9014088803072	2.36252191176068	12.0390896992595	7.37073129880566	1700015E13Rik	1700015E13Rik
1.85352118404096	1.18126095588034	0	0	1700015F17Rik	1700015F17Rik
0.926760592020479	0	0	0	1700015G11Rik	1700015G11Rik
0.926760592020479	0	0	0	1700016C15Rik	1700016C15Rik
0	0	0	0	1700016D06Rik	1700016D06Rik
0.926760592020479	2.36252191176068	9.0293172744446	10.1347555358578	1700016G22Rik	1700016G22Rik
63.0197202573926	27.1690019852478	41.1335564724699	43.3030463804833	1700016H13Rik	1700016H13Rik
33.3633813127372	28.3502629411281	33.1074966729635	49.7524362669382	1700016K19Rik	1700016K19Rik
0	0	0	0	1700016L04Rik	1700016L04Rik
0	0	0	0	1700016L21Rik	1700016L21Rik
0	0	0	0	1700016P04Rik	1700016P04Rik
1397.55497276688	2262.11473051085	1468.76894330966	1390.30419123722	1700017B05Rik	1700017B05Rik
0	0	0	1.84268282470142	1700017D01Rik	1700017D01Rik
3.70704236808192	0	0	0	1700017G19Rik	1700017G19Rik
0	0	0	0	1700017J07Rik	1700017J07Rik
0	0	0	0	1700017L05Rik	1700017L05Rik
0	0	0	0.921341412350708	1700017N19Rik	1700017N19Rik
4.6338029601024	4.72504382352135	0	5.52804847410425	1700018A04Rik	1700018A04Rik
0	0	0	0	1700018B08Rik	1700018B08Rik
0	0	0	0	1700018B24Rik	1700018B24Rik
0	0	0	0.921341412350708	1700018C11Rik	1700018C11Rik
0	0	0	0	1700018F24Rik	1700018F24Rik
0	0	0	0	1700018G05Rik	1700018G05Rik
12.9746482882867	35.4378286764101	14.0456046491361	23.9548767211184	1700018L02Rik	1700018L02Rik
3.70704236808192	0	0	0	1700019A02Rik	1700019A02Rik
12.0478876962662	12.9938705146837	1.00325747493829	2.76402423705212	1700019B03Rik	1700019B03Rik
0	0	0	0	1700019B21Rik	1700019B21Rik
0	0	0	0	1700019C18Rik	1700019C18Rik
47.2647901930444	70.8756573528203	109.355064768274	231.256694500028	1700019D03Rik	1700019D03Rik
0	0	0	0	1700019E08Rik	1700019E08Rik
132.526764658928	183.095448161452	519.687372018034	118.853042193241	1700019G17Rik	1700019G17Rik
0	0	0	0	1700019G24Rik	1700019G24Rik
37.0704236808192	29.5315238970084	32.1042391980253	28.5615837828719	1700019L03Rik	1700019L03Rik
0	0	0	0	1700019M22Rik	1700019M22Rik
0	0	0	0	1700019N19Rik	1700019N19Rik
0	0	0	0	1700019O17Rik	1700019O17Rik
8.34084532818431	0	1.00325747493829	1.84268282470142	1700020A23Rik	1700020A23Rik
10.1943665122253	2.36252191176068	4.01302989975316	13.8201211852606	1700020D05Rik	1700020D05Rik
0	0	0	0	1700020D14Rik	1700020D14Rik
0	0	0	0	1700020G17Rik	1700020G17Rik
2209.39725137682	2015.23119073186	2063.70062594806	1748.70600064164	1700020I14Rik	1700020I14Rik
19.4619724324301	21.2626972058461	16.0521195990126	18.4268282470142	1700020L24Rik	1700020L24Rik
0.926760592020479	0	0	0.921341412350708	1700020M21Rik	1700020M21Rik
0	0	0	0	1700020N01Rik	1700020N01Rik
0.926760592020479	0	0	0	1700020N15Rik	1700020N15Rik
2.78028177606144	7.08756573528203	4.01302989975316	3.68536564940283	1700020N18Rik	1700020N18Rik
451.332408313973	478.410687131537	685.224855382852	767.47739648814	1700021F05Rik	1700021F05Rik
0	0	0	0	1700021F07Rik	1700021F07Rik
3898.88181063016	3425.65677205298	2789.05578032844	2713.35045937284	1700021K19Rik	1700021K19Rik
0.926760592020479	0	0	0.921341412350708	1700021N21Rik	1700021N21Rik
0	0	0	0	1700022A21Rik	1700022A21Rik
0	0	0	0	1700022A22Rik	1700022A22Rik
0	0	0	0	1700022E09Rik	1700022E09Rik
0	0	0	0	1700022H01Rik	1700022H01Rik
0	0	0	0	1700022H16Rik	1700022H16Rik
10.1943665122253	0	2.00651494987658	1.84268282470142	1700022I11Rik	1700022I11Rik
0	0	0	0	1700023C21Rik	1700023C21Rik
0	0	0	0	1700023F02Rik	1700023F02Rik
0	2.36252191176068	0	0	1700023F06Rik	1700023F06Rik
0	0	0	0	1700024B18Rik	1700024B18Rik
1.85352118404096	0	0	0	1700024F13Rik	1700024F13Rik
0.926760592020479	4.72504382352135	3.00977242481487	0.921341412350708	1700024G13Rik	1700024G13Rik
10.1943665122253	4.72504382352135	0	0.921341412350708	1700024I08Rik	1700024I08Rik
0	0	0	0	1700024N05Rik	1700024N05Rik
0	0	0	0	1700024P04Rik	1700024P04Rik
70.4338049935564	72.0569183087006	13.0423471741978	27.6402423705212	1700024P16Rik	1700024P16Rik
0	0	0	0	1700025B11Rik	1700025B11Rik
0	0	0	0	1700025C18Rik	1700025C18Rik
0	0	0	0	1700025F22Rik	1700025F22Rik
0	0	0	0	1700025F24Rik	1700025F24Rik
438.357760025687	757.188272719296	1098.56693505743	913.049339639552	1700025G04Rik	1700025G04Rik
0	0	0	0	1700025J12Rik	1700025J12Rik
0	0	0	0	1700025K24Rik	1700025K24Rik
0	0	0	0	1700025M24Rik	1700025M24Rik
3.70704236808192	0	0	0	1700025N23Rik	1700025N23Rik
12.0478876962662	10.631348602923	7.02280232456803	11.0560969482085	1700026D08Rik	1700026D08Rik
0	0	0	0.921341412350708	1700026D11Rik	1700026D11Rik
0	0	0	0	1700026F02Rik	1700026F02Rik
0.926760592020479	0	0	0.921341412350708	1700026J14Rik	1700026J14Rik
6.48732414414335	1.18126095588034	4.01302989975316	12.8987797729099	1700026L06Rik	1700026L06Rik
0.926760592020479	0	0	0	1700027A15Rik	1700027A15Rik
0	0	0	0	1700027F06Rik	1700027F06Rik
0	0	0	0	1700027F09Rik	1700027F09Rik
0	0	0	0	1700027H10Rik	1700027H10Rik
0	0	0	0	1700027I24Rik	1700027I24Rik
0	0	0	0.921341412350708	1700027J07Rik	1700027J07Rik
0	0	0	0	1700028B04Rik	1700028B04Rik
0	0	0	0	1700028D13Rik	1700028D13Rik
30.5830995366758	21.2626972058461	29.0944667732104	43.3030463804833	1700028E10Rik	1700028E10Rik
0	0	0	0	1700028I16Rik	1700028I16Rik
33.3633813127372	22.4439581617264	23.0749219235807	28.5615837828719	1700028J19Rik	1700028J19Rik
27.8028177606144	8.26882669116236	14.0456046491361	9.21341412350708	1700028K03Rik	1700028K03Rik
0.926760592020479	0	0	0	1700028M03Rik	1700028M03Rik
8.34084532818431	8.26882669116236	1.00325747493829	4.60670706175354	1700028P14Rik	1700028P14Rik
0	0	0	0	1700028P15Rik	1700028P15Rik
0	0	0	0	1700029B22Rik	1700029B22Rik
0	0	0	0	1700029F12Rik	1700029F12Rik
2.78028177606144	3.54378286764101	2.00651494987658	0.921341412350708	1700029H14Rik	1700029H14Rik
12.9746482882867	12.9938705146837	23.0749219235807	13.8201211852606	1700029I15Rik	1700029I15Rik
0	0	0	0	1700029J03Rik	1700029J03Rik
129.746482882867	50.7942211028545	44.1433288972847	61.7298746274974	1700029J07Rik	1700029J07Rik
2.78028177606144	7.08756573528203	0	0	1700029M20Rik	1700029M20Rik
0	0	0	0	1700029N11Rik	1700029N11Rik
1.85352118404096	0	1.00325747493829	5.52804847410425	1700029P11Rik	1700029P11Rik
0	0	0	0	1700030A11Rik	1700030A11Rik
45.4112690090035	48.4316991910938	55.1791611216059	11.0560969482085	1700030C10Rik	1700030C10Rik
0	0	0	0	1700030F04Rik	1700030F04Rik
1.85352118404096	0	0	2.76402423705212	1700030F18Rik	1700030F18Rik
54.6788749292083	35.4378286764101	31.100981723087	29.4829251952227	1700030J22Rik	1700030J22Rik
481.915507850649	431.160248896323	491.596162719762	623.748136161429	1700030K09Rik	1700030K09Rik
0	0	0	0	1700030L20Rik	1700030L20Rik
0	0	0	0	1700030M09Rik	1700030M09Rik
0	0	0	0	1700030N03Rik	1700030N03Rik
0	0	0	0	1700030O20Rik	1700030O20Rik
0	0	0	0	1700031A10Rik	1700031A10Rik
0	0	2.00651494987658	0	1700031F05Rik	1700031F05Rik
0	0	0	0	1700031M16Rik	1700031M16Rik
0	0	0	0	1700031P21Rik	1700031P21Rik
0	1.18126095588034	0	0	1700034E13Rik	1700034E13Rik
0	0	0	0	1700034G24Rik	1700034G24Rik
16.6816906563686	9.4500876470427	9.0293172744446	2.76402423705212	1700034H15Rik	1700034H15Rik
0.926760592020479	0	1.00325747493829	0.921341412350708	1700034I23Rik	1700034I23Rik
0.926760592020479	0	5.01628737469145	0.921341412350708	1700034J05Rik	1700034J05Rik
0.926760592020479	0	0	0	1700034K08Rik	1700034K08Rik
0	1.18126095588034	0	2.76402423705212	1700034O15Rik	1700034O15Rik
0.926760592020479	0	3.00977242481487	4.60670706175354	1700034P13Rik	1700034P13Rik
0	0	0	0	1700036G14Rik	1700036G14Rik
144.574652355195	139.38879279388	117.38112456778	144.650601739061	1700037C18Rik	1700037C18Rik
740.481713024363	751.281967939895	819.661357024582	768.398737900491	1700037H04Rik	1700037H04Rik
0	2.36252191176068	0	0	1700039E15Rik	1700039E15Rik
0	0	0	0	1700039E22Rik	1700039E22Rik
191.839442548239	211.44571110258	208.677554787164	180.582916820739	1700040L02Rik	1700040L02Rik
0	0	0	0	1700041A01Rik	1700041A01Rik
0	0	0	0	1700041C23Rik	1700041C23Rik
0	0	0	0	1700041M19Rik	1700041M19Rik
0	0	1.00325747493829	0	1700042G07Rik	1700042G07Rik
0.926760592020479	0	0	0	1700042G15Rik	1700042G15Rik
1.85352118404096	0	0	0	1700042O10Rik	1700042O10Rik
0	0	0	0	1700044C05Rik	1700044C05Rik
0	0	0	0	1700044K03Rik	1700044K03Rik
2.78028177606144	2.36252191176068	3.00977242481487	5.52804847410425	1700045H11Rik	1700045H11Rik
0	0	0	0	1700046C09Rik	1700046C09Rik
2.78028177606144	0	2.00651494987658	2.76402423705212	1700047A11Rik	1700047A11Rik
0	0	0	0	1700047E10Rik	1700047E10Rik
0.926760592020479	0	0	0	1700047G03Rik	1700047G03Rik
0	0	0	0	1700047I17Rik2	1700047I17Rik2
0	0	0	0	1700047L14Rik	1700047L14Rik
0	2.36252191176068	0	1.84268282470142	1700047M11Rik	1700047M11Rik
17.6084512483891	10.631348602923	9.0293172744446	11.0560969482085	1700048M11Rik	1700048M11Rik
52.8253537451673	23.6252191176068	13.0423471741978	9.21341412350708	1700048O20Rik	1700048O20Rik
1.85352118404096	0	2.00651494987658	0	1700049E15Rik	1700049E15Rik
0	0	0	0	1700049E22Rik	1700049E22Rik
632.977484349987	368.553418234665	361.172690977784	386.042051774947	1700049G17Rik	1700049G17Rik
0	0	0	0	1700049L16Rik	1700049L16Rik
0	0	0	0	1700051A21Rik	1700051A21Rik
1.85352118404096	0	1.00325747493829	2.76402423705212	1700052I22Rik	1700052I22Rik
305.830995366758	307.127848528888	442.436546447786	565.703627183335	1700052K11Rik	1700052K11Rik
12.9746482882867	4.72504382352135	14.0456046491361	11.9774383605592	1700054A03Rik	1700054A03Rik
0	0	0	0	1700054K19Rik	1700054K19Rik
0	0	0	0	1700054M17Rik	1700054M17Rik
0	0	0	0	1700055C04Rik	1700055C04Rik
52.8253537451673	20.0814362499657	33.1074966729635	34.0896322569762	1700056E22Rik	1700056E22Rik
0	0	0	0	1700057G04Rik	1700057G04Rik
0	0	0	0	1700057H15Rik	1700057H15Rik
0	0	0	0	1700057H21Rik	1700057H21Rik
0	0	0	0	1700060C16Rik	1700060C16Rik
0	0	0	0	1700060C20Rik	1700060C20Rik
0	0	0	0	1700061F12Rik	1700061F12Rik
78.7746503217407	35.4378286764101	51.1661312218528	44.224387792834	1700061G19Rik	1700061G19Rik
0	0	1.00325747493829	1.84268282470142	1700061I17Rik	1700061I17Rik
0	0	0	0	1700061J23Rik	1700061J23Rik
0	0	0	0	1700063A18Rik	1700063A18Rik
0	0	2.00651494987658	0	1700063D05Rik	1700063D05Rik
0	0	0	0	1700063O14Rik	1700063O14Rik
0	0	0	0	1700064J06Rik	1700064J06Rik
0	0	0	1.84268282470142	1700064M15Rik	1700064M15Rik
1.85352118404096	0	2.00651494987658	0.921341412350708	1700065D16Rik	1700065D16Rik
0	0	0	0	1700065I16Rik	1700065I16Rik
0	0	0	0	1700065J11Rik	1700065J11Rik
0	0	0	0	1700065J18Rik	1700065J18Rik
0	0	0	0	1700065L07Rik	1700065L07Rik
0	0	0	0	1700065O20Rik	1700065O20Rik
0	0	0	0	1700066B17Rik	1700066B17Rik
37.0704236808192	63.7880916175382	117.38112456778	52.5164605039904	1700066B19Rik	1700066B19Rik
1.85352118404096	0	3.00977242481487	0	1700066J03Rik	1700066J03Rik
366.99719444011	373.278462058187	398.293217550501	387.884734599648	1700066M21Rik	1700066M21Rik
0	0	0	0	1700066N21Rik	1700066N21Rik
1.85352118404096	0	0	0	1700066O22Rik	1700066O22Rik
0	0	0	0	1700067G17Rik	1700067G17Rik
21.315493616471	21.2626972058461	17.0553770739509	13.8201211852606	1700067K01Rik	1700067K01Rik
3.70704236808192	1.18126095588034	0	5.52804847410425	1700067P10Rik	1700067P10Rik
0	0	0	0.921341412350708	1700069L16Rik	1700069L16Rik
0	0	0	0	1700069P05Rik	1700069P05Rik
0	0	0	1.84268282470142	1700071K01Rik	1700071K01Rik
2.78028177606144	2.36252191176068	2.00651494987658	6.44938988645496	1700071M16Rik	1700071M16Rik
0	0	0	0	1700072B07Rik	1700072B07Rik
0	0	0	0	1700072I22Rik	1700072I22Rik
0	0	0	0	1700072O05Rik	1700072O05Rik
0.926760592020479	1.18126095588034	0	0	1700073E17Rik	1700073E17Rik
0	0	2.00651494987658	0	1700074H08Rik	1700074H08Rik
0	0	0	0	1700074P13Rik	1700074P13Rik
0	0	0	0	1700080E11Rik	1700080E11Rik
0	0	0	0	1700080N15Rik	1700080N15Rik
0	0	0	0	1700080O16Rik	1700080O16Rik
0	0	0	0	1700081H04Rik	1700081H04Rik
6.48732414414335	7.08756573528203	6.01954484962974	2.76402423705212	1700084C01Rik	1700084C01Rik
0	0	0	0	1700084D21Rik	1700084D21Rik
22.2422542084915	18.9001752940854	30.0977242481487	20.2695110717156	1700084E18Rik	1700084E18Rik
0	0	0	0	1700084F23Rik	1700084F23Rik
