Gene	gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Capg	Capg	1716.12032320123	-1.36336123518274	0.143340969399596	-9.51131585682287	1.88265824065609e-21	2.02625081833325e-19
Ccl3	Ccl3	365.320056133656	1.23956892550576	0.131228993627316	9.44584646458604	3.52543190949856e-21	3.7624357353472e-19
Rbpj	Rbpj	1319.25571364693	-0.720076075963156	0.076322809331681	-9.43461177947308	3.92444806821996e-21	4.15337420553279e-19
Slc1a4	Slc1a4	285.211615839151	-1.42099826423423	0.15137783882412	-9.387095728624	6.16774526484876e-21	6.47358387302308e-19
Ttc39b	Ttc39b	1940.15419215941	-0.692538448451865	0.074086077598653	-9.34775427312481	8.95283825546339e-21	9.31975785609713e-19
Pik3r6	Pik3r6	121.336348327547	-2.30324583007896	0.246506641833045	-9.34354471324513	9.31617687120589e-21	9.61914197270852e-19
Abca1	Abca1	264.869428224826	-1.45955589231875	0.156808480450032	-9.30788875786504	1.30398470035535e-20	1.33553271729943e-18
Ikzf2	Ikzf2	409.898033853417	-1.35158147029179	0.145400904681255	-9.29555062435616	1.46446208823058e-20	1.48789348164227e-18
Plek	Plek	639.921252657064	0.905473612724434	0.0984456125390392	9.19770408625741	3.65679193268811e-20	3.68581409088405e-18
Arrdc3	Arrdc3	231.919588955391	-1.57924456527498	0.171730989712023	-9.1960371737403	3.7139418883628e-20	3.7139418883628e-18
Ninj1	Ninj1	519.316843603243	-1.08375981924259	0.118149491512606	-9.17278445609699	4.6095550674724e-20	4.57354291850777e-18
Slc38a2	Slc38a2	2931.15240340617	0.562573559312717	0.0616460793616141	9.12586112756136	7.11681890886716e-20	7.0064806312103e-18
Dock10	Dock10	1877.13884884667	0.591970050400067	0.0651826708205981	9.08170903320826	1.06883177894562e-19	1.04416643020072e-17
Fam213a	Fam213a	146.586851405379	1.83078525763729	0.202559989519503	9.03823732406452	1.59218396007779e-19	1.54356765595328e-17
Ksr1	Ksr1	987.831401687387	0.743242501988308	0.0826333509607954	8.99446159869435	2.37392886156681e-19	2.28400731378019e-17
Cd5l	Cd5l	2170.05772215201	-0.598038737184361	0.0666384314194364	-8.97438196616871	2.84946976766884e-19	2.72092225935295e-17
Themis	Themis	2806.24141555963	0.518629341201691	0.0578202086125141	8.96968989989847	2.97350392623727e-19	2.81817163158308e-17
Dnmt3a	Dnmt3a	3379.06924559473	0.47928063523494	0.0538947153454655	8.8929059586408	5.95311935293006e-19	5.60034190979347e-17
Lrig1	Lrig1	4444.17990724568	-0.473956819755236	0.0533427410260234	-8.88512308589494	6.38500387147112e-19	5.96246685056495e-17
Vcam1	Vcam1	64.7582194602297	-3.72581704462623	0.420770903499098	-8.85474022476989	8.38789311374389e-19	7.77563814193776e-17
Il2rg	Il2rg	3226.52118957576	0.489829402351044	0.0553265701356148	8.85342071902141	8.48769806171883e-19	7.81114241911805e-17
Lamc2	Lamc2	110.777397912069	-2.39037056494308	0.270846902471229	-8.82554145213828	1.08931486873348e-18	9.95273297332027e-17
Ctsc	Ctsc	1875.64398094557	-0.599034535690371	0.0679437140070103	-8.81662924150076	1.17957027365585e-18	1.07003874824495e-16
Spin4	Spin4	269.452331715604	1.35311227765525	0.153765100433592	8.79986598935453	1.36979629388504e-18	1.23378815122979e-16
Tbx21	Tbx21	267.548070613616	1.29644631119549	0.14735353864082	8.79820276563315	1.39024672291595e-18	1.24338967472061e-16
Myo1g	Myo1g	3080.43200772325	-0.522557590980057	0.0594585452858187	-8.78860369805735	1.51430222923352e-18	1.34486981197662e-16
Rorc	Rorc	2520.75261751994	-0.564787660581847	0.0643636086143683	-8.77495331198329	1.70974784856545e-18	1.50790261644314e-16
Hmgn2	Hmgn2	2795.96205108892	-0.605290564705519	0.0690586147983333	-8.76488134714407	1.8697347566917e-18	1.63762975241273e-16
Sept6	Sept6	2780.11121235039	-0.513458465071493	0.0585947589976721	-8.76287357188195	1.90335089523775e-18	1.65565454585749e-16
Malt1	Malt1	5683.53146619712	-0.446859331253613	0.051028454002263	-8.7570619175293	2.00405582287818e-18	1.73139516670428e-16
Wipf1	Wipf1	828.498581477309	0.884562559727184	0.10174623219739	8.69381146233614	3.50479095283197e-18	3.00748953384906e-16
Casp3	Casp3	1282.31970688922	0.656379773665743	0.075911128181551	8.64668711148553	5.3016076617592e-18	4.51881995331153e-16
Timp1	Timp1	153.027912866911	-1.81322103465729	0.210463882068487	-8.61535488577206	6.97252829244707e-18	5.90340728760519e-16
Ifih1	Ifih1	444.342701493625	0.990365774505232	0.115261731317789	8.59232082654291	8.52300105629405e-18	7.16835188178373e-16
3110043O21Rik	3110043O21Rik	517.643783324138	-0.95893874008909	0.112151637800132	-8.55037660527114	1.22687533173066e-17	1.02508662585391e-15
Myh9	Myh9	18953.6483407191	-0.411631301554193	0.0481757110164814	-8.54437418501971	1.29234671102026e-17	1.07273223725211e-15
Casp7	Casp7	338.84662165268	-1.24341255000082	0.145955493975712	-8.51912124806848	1.60768466261587e-17	1.32581787111828e-15
Fam129a	Fam129a	1393.29134887547	-0.650378010929855	0.0764261417990682	-8.50988936010615	1.74099401669105e-17	1.42649187174041e-15
Cd96	Cd96	936.446428564165	-1.46359540781621	0.173615465411464	-8.43009811566914	3.45375516617368e-17	2.81171093656447e-15
Rabgap1l	Rabgap1l	2304.41936841383	0.514839035510726	0.0611696583702768	8.41657529610944	3.87649888604307e-17	3.13576661482465e-15
Elk3	Elk3	1056.37676103606	-0.694275626109515	0.0827326282350545	-8.39179947404771	4.78756996293769e-17	3.84823661577903e-15
Il6st	Il6st	2652.35617623373	-0.941617696234339	0.112585294240075	-8.36359404298796	6.08359928477861e-17	4.85922710167851e-15
Chd7	Chd7	1341.36640522159	0.605939344126162	0.0725228290696952	8.35515315520646	6.53478710508877e-17	5.18698726466421e-15
Rps6ka1	Rps6ka1	2304.85212925564	0.523276982883323	0.0626719214839443	8.34946448893192	6.85731590515214e-17	5.40918708046162e-15
Cd27	Cd27	316.749844742759	1.15574216452388	0.138620499625362	8.33745490491956	7.59065827317978e-17	5.95070123885082e-15
Slc6a6	Slc6a6	3362.39519751711	0.454930415964381	0.0546963619083327	8.31737980538473	8.99292167374433e-17	6.96903838467995e-15
Npepps	Npepps	862.090875587637	0.72790202291804	0.0875166817497588	8.31729458161325	8.99938815029536e-17	6.96903838467995e-15
Nfkbia	Nfkbia	7757.88912724818	-0.388143516209942	0.0468562703849076	-8.28370489203433	1.19401272097277e-16	9.19027973112377e-15
Fcrl1	Fcrl1	887.687235211569	-0.766427136302266	0.0926538521676586	-8.27194032813016	1.31796267249055e-16	1.00832083979699e-14
Tspan2	Tspan2	488.226448721881	-1.02800194735774	0.12452770325767	-8.25520683723381	1.51639398648237e-16	1.15318584600755e-14
Nab2	Nab2	1503.092631635	0.577716987976091	0.0699986312711747	8.25326120646581	1.54129671326917e-16	1.16514692014991e-14
Crabp2	Crabp2	239.618862319762	1.2732168878175	0.154433226286168	8.244449192936	1.6592273886383e-16	1.24687501986429e-14
Timp2	Timp2	292.727871331015	-1.2726246793984	0.154396885120304	-8.24255410597684	1.68572845993176e-16	1.25933832006667e-14
Shisa5	Shisa5	2929.15163339347	0.479813040170428	0.0583760320553954	8.21935001877335	2.04609065787741e-16	1.5196111903534e-14
Fasl	Fasl	159.988361913707	1.62687279650733	0.198421173488909	8.199088675374	2.42216210447661e-16	1.78845690272401e-14
Ncoa7	Ncoa7	655.067317175198	0.810410934586941	0.09917592907027	8.17144787232327	3.04710161493304e-16	2.23688962483524e-14
Cd9	Cd9	377.172843478902	1.01365161881658	0.124414626890659	8.14736694671292	3.71933761024811e-16	2.71468894541098e-14
Cst7	Cst7	390.945312114064	1.034917880694	0.127087774003137	8.1433315581439	3.84547350408267e-16	2.79071505724857e-14
Sh3rf1	Sh3rf1	708.239756785492	0.784213513262945	0.0966702055685979	8.11225660119716	4.96882326215028e-16	3.58545769484708e-14
Mbnl1	Mbnl1	10937.5937072812	0.389181118531857	0.0480005123484363	8.10785342678816	5.15218337201327e-16	3.69676434037111e-14
Slc43a3	Slc43a3	1147.69720043006	-0.635967374532454	0.0784933437754513	-8.10218222263264	5.39820054090291e-16	3.85152510502623e-14
Il23r	Il23r	88.2561541160105	2.14545717250817	0.265209717489755	8.08966274997463	5.98301603770914e-16	4.24493316641933e-14
Atxn1	Atxn1	1484.99014025166	0.584465751156791	0.0723667373940628	8.07644191521535	6.66839033652489e-16	4.70491984854812e-14
B4galt1	B4galt1	1162.39634037116	-0.641337356388173	0.079768417580583	-8.03999096184008	8.98450985727729e-16	6.30404835289622e-14
Flnb	Flnb	4694.20443207547	-0.440061188182157	0.0550483014601075	-7.99409203390337	1.30532229691856e-15	9.10856767629981e-14
S100a4	S100a4	155.091040091236	1.54192623042292	0.192984531409407	7.98989545515334	1.35053231861264e-15	9.3725466920112e-14
Jarid2	Jarid2	928.038542345741	0.671466028189583	0.0842384896456884	7.97101219423336	1.57379978806915e-15	1.08626398415642e-13
Tmem229b	Tmem229b	233.831686242973	1.23965091544445	0.155932623043758	7.94991382333497	1.86641302084294e-15	1.2812673170111e-13
Prkcq	Prkcq	1958.04408037226	0.504397563723952	0.0638360297078604	7.90145574579559	2.756647253131e-15	1.88222688789052e-13
Cyp1b1	Cyp1b1	145.989867844211	-1.73960922417409	0.221044171201145	-7.8699619841642	3.54749032858154e-15	2.40925813759281e-13
Ankrd55	Ankrd55	50.5741444302946	-3.79444610488295	0.483836094873191	-7.84242049133899	4.41943557470401e-15	2.98546977652878e-13
H3f3b	H3f3b	9586.44451728451	-0.341010410522105	0.0435863204293372	-7.82379441905302	5.12544847012073e-15	3.44408442172134e-13
Tnfaip8	Tnfaip8	1867.86726863754	0.514577589297377	0.0659093156400748	7.80735749264098	5.8399448732907e-15	3.90354209951536e-13
Apol9b	Apol9b	142.792458542011	-3.12543976123899	0.40141807186757	-7.78599664608546	6.91657848847647e-15	4.59898150804456e-13
Rab11fip4	Rab11fip4	802.098923934079	-0.751372925708324	0.096804970796382	-7.76171842754593	8.37862625916788e-15	5.54211216101209e-13
Tes	Tes	2457.3647484507	-0.475610420570783	0.0613219813129406	-7.75595325505924	8.76823199422527e-15	5.76976923972337e-13
Frmd4b	Frmd4b	260.084569168091	-1.21570367157513	0.157468746877207	-7.72028542605425	1.16069493743172e-14	7.59836376566123e-13
Cd101	Cd101	67.6843609456672	-2.64852142752907	0.344344987750432	-7.69147663461453	1.45446497848615e-14	9.47266934706367e-13
Cotl1	Cotl1	3418.24749412675	-0.448646377907428	0.0583381432144645	-7.69044664754071	1.46622261904899e-14	9.5005241132256e-13
Hmgn1	Hmgn1	4740.93917203913	-0.409748783967692	0.0533383290806218	-7.68207011787621	1.56538110970024e-14	1.00915431945142e-12
Adarb1	Adarb1	1485.98723788527	-0.548604046763457	0.0715321976762415	-7.66933023987978	1.72896763242923e-14	1.10898428948743e-12
Kbtbd11	Kbtbd11	504.012252166942	0.863336192694353	0.112673557091874	7.66227866570672	1.82662758284889e-14	1.16573720111462e-12
Anxa2	Anxa2	331.19665169837	-1.06396538829065	0.139000987784342	-7.65437285914377	1.94257894766825e-14	1.23353763176934e-12
Serinc5	Serinc5	488.761022875708	-0.869024164266016	0.113699805072914	-7.64314559474157	2.11978057678422e-14	1.33936384702287e-12
Tespa1	Tespa1	652.201146579669	0.757615079261919	0.0992375394554731	7.63435977372105	2.26945348271269e-14	1.42683461536887e-12
Jak2	Jak2	9456.59810879556	0.333455375087128	0.0438593593861306	7.6028327762711	2.89717760357701e-14	1.81251997859252e-12
Cd274	Cd274	1072.71052475777	0.603409054271321	0.0793892162543325	7.60064253989144	2.94664001730542e-14	1.83442785391072e-12
Slc2a6	Slc2a6	72.2841543803594	-2.53233723982233	0.333330511316666	-7.59707603669258	3.02896580534981e-14	1.87648125502159e-12
Dennd5a	Dennd5a	1044.47594584725	0.614588517346525	0.0809955389244296	7.58793046515745	3.25055259177648e-14	2.00398145221171e-12
Atp2b4	Atp2b4	744.72108574501	-0.756886444393075	0.099870353035712	-7.57868998542966	3.49061472880847e-14	2.14158488192597e-12
Btla	Btla	5790.1828642715	0.409216863072697	0.0540548247099761	7.57040403457592	3.7206520176975e-14	2.27174426080568e-12
Cdk6	Cdk6	1043.14741736605	-0.654709536897467	0.0865225654476627	-7.56692238042223	3.82170091338724e-14	2.32227758851761e-12
