# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0.5 TPM in experiment E-MTAB-5214
# Selected columns: 13/53 
# Timestamp: Fri, 23-Nov-2018 13:00:15
Gene ID	Gene Name	Brodmann (1909) area 24	Brodmann (1909) area 9	amygdala	caudate nucleus	cerebellar hemisphere	cerebellum	cerebral cortex	hippocampus proper	hypothalamus	nucleus accumbens	pituitary gland	putamen	substantia nigra
ENSG00000001617	SEMA3F	2.0	3.0	2.0	3.0	4.0	6.0	5.0	2.0	4.0	3.0	14.0	3.0	4.0
ENSG00000001626	CFTR			0.5	0.7			0.6	0.7	0.5	0.7	0.5	0.7	1.0
ENSG00000001629	ANKIB1	14.0	15.0	15.0	16.0	21.0	21.0	14.0	17.0	20.0	15.0	17.0	15.0	22.0
ENSG00000001630	CYP51A1	0.8	1.0	0.5	0.5	1.0	1.0	0.9	0.8	1.0	0.6	0.8		0.7
ENSG00000001631	KRIT1	7.0	10.0	6.0	7.0	22.0	20.0	10.0	7.0	8.0	7.0	24.0	6.0	7.0
ENSG00000002016	RAD52	5.0	7.0	4.0	5.0	19.0	22.0	10.0	5.0	6.0	6.0	15.0	4.0	5.0
ENSG00000002330	BAD	54.0	56.0	38.0	35.0	40.0	41.0	59.0	43.0	41.0	40.0	43.0	36.0	41.0
ENSG00000002549	LAP3	19.0	21.0	17.0	22.0	18.0	20.0	21.0	20.0	22.0	19.0	27.0	19.0	27.0
ENSG00000002586	CD99	39.0	29.0	36.0	44.0	24.0	34.0	31.0	40.0	59.0	45.0	111.0	36.0	65.0
ENSG00000002587	HS3ST1	1.0	2.0	0.9	0.6	25.0	21.0	2.0	1.0	1.0	0.5	5.0	0.6	1.0
ENSG00000002745	WNT16	1.0	0.6				0.5							
ENSG00000002746	HECW1	4.0	8.0	1.0	1.0	6.0	6.0	8.0	0.8	2.0	1.0		1.0	1.0
ENSG00000002822	MAD1L1	4.0	6.0	3.0	5.0	8.0	7.0	6.0	4.0	4.0	5.0	7.0	6.0	4.0
ENSG00000002834	LASP1	31.0	35.0	21.0	20.0	29.0	31.0	35.0	20.0	30.0	24.0	38.0	17.0	22.0
ENSG00000002919	SNX11	12.0	13.0	9.0	11.0	15.0	16.0	14.0	11.0	12.0	12.0	16.0	10.0	11.0
ENSG00000002933	TMEM176A	8.0	6.0	10.0	11.0	2.0	3.0	8.0	8.0	11.0	10.0	9.0	8.0	13.0
ENSG00000003056	M6PR	12.0	16.0	8.0	12.0	25.0	23.0	15.0	11.0	14.0	13.0	27.0	9.0	12.0
ENSG00000003096	KLHL13	2.0	2.0	2.0	6.0	2.0	2.0	1.0	1.0	4.0	6.0	2.0	4.0	3.0
ENSG00000003137	CYP26B1	5.0	8.0	4.0	2.0	70.0	57.0	6.0	2.0	3.0	3.0	14.0	1.0	3.0
ENSG00000003147	ICA1	11.0	18.0	6.0	8.0	34.0	29.0	18.0	7.0	8.0	10.0	23.0	7.0	4.0
ENSG00000003249	DBNDD1	36.0	46.0	18.0	15.0	29.0	37.0	52.0	18.0	20.0	14.0	8.0	13.0	18.0
ENSG00000003393	ALS2	7.0	11.0	5.0	5.0	127.0	112.0	12.0	6.0	7.0	6.0	15.0	4.0	5.0
ENSG00000003400	CASP10	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0
ENSG00000003402	CFLAR	5.0	4.0	5.0	6.0	39.0	41.0	6.0	7.0	6.0	7.0	16.0	6.0	7.0
ENSG00000003436	TFPI	0.6	0.6	0.6	0.8	1.0	1.0	0.7	0.7	0.7	0.6	3.0	0.8	0.8
ENSG00000003509	NDUFAF7	7.0	8.0	5.0	6.0	16.0	14.0	8.0	6.0	9.0	6.0	18.0	5.0	6.0
ENSG00000003756	RBM5	19.0	22.0	16.0	20.0	70.0	71.0	29.0	19.0	23.0	22.0	80.0	16.0	22.0
ENSG00000003987	MTMR7	6.0	8.0	3.0	4.0	16.0	14.0	6.0	5.0	6.0	6.0	10.0	3.0	5.0
ENSG00000003989	SLC7A2	5.0	5.0	3.0	4.0	1.0	2.0	5.0	3.0	2.0	4.0	8.0	3.0	2.0
ENSG00000004059	ARF5	98.0	135.0	61.0	76.0	180.0	171.0	128.0	71.0	75.0	95.0	140.0	73.0	57.0
ENSG00000004139	SARM1	2.0	2.0	2.0	2.0	10.0	11.0	3.0	2.0	2.0	3.0	7.0	2.0	1.0
ENSG00000004142	POLDIP2	76.0	89.0	51.0	55.0	102.0	107.0	96.0	56.0	60.0	59.0	107.0	52.0	58.0
ENSG00000004399	PLXND1	15.0	16.0	11.0	9.0	3.0	5.0	21.0	11.0	11.0	7.0	17.0	10.0	19.0
ENSG00000004455	AK2	13.0	14.0	13.0	14.0	40.0	41.0	15.0	14.0	17.0	13.0	40.0	12.0	19.0
ENSG00000004468	CD38	2.0	2.0	2.0	6.0	0.5	0.6	2.0	2.0	4.0	4.0	3.0	5.0	3.0
ENSG00000004478	FKBP4	36.0	52.0	23.0	26.0	128.0	123.0	49.0	27.0	46.0	29.0	52.0	22.0	33.0
ENSG00000004487	KDM1A	18.0	23.0	12.0	15.0	52.0	49.0	25.0	14.0	20.0	17.0	60.0	12.0	12.0
ENSG00000004534	RBM6	31.0	34.0	26.0	29.0	117.0	103.0	38.0	31.0	35.0	28.0	113.0	23.0	29.0
ENSG00000004660	CAMKK1	27.0	51.0	10.0	21.0	56.0	52.0	53.0	14.0	9.0	25.0	29.0	18.0	5.0
ENSG00000004700	RECQL	3.0	3.0	3.0	3.0	6.0	6.0	3.0	3.0	3.0	3.0	6.0	3.0	4.0
ENSG00000004766	VPS50	6.0	9.0	3.0	4.0	15.0	14.0	8.0	5.0	5.0	5.0	8.0	4.0	4.0
ENSG00000004776	HSPB6	15.0	23.0	18.0	28.0	8.0	9.0	24.0	11.0	17.0	18.0	13.0	26.0	33.0
ENSG00000004777	ARHGAP33	37.0	35.0	25.0	29.0	59.0	67.0	50.0	25.0	28.0	37.0	66.0	24.0	19.0
ENSG00000004779	NDUFAB1	62.0	75.0	42.0	44.0	75.0	69.0	67.0	45.0	60.0	55.0	83.0	42.0	49.0
ENSG00000004799	PDK4	18.0	16.0	24.0	30.0	6.0	7.0	18.0	26.0	25.0	24.0	56.0	21.0	34.0
ENSG00000004838	ZMYND10	1.0	1.0	2.0	3.0	4.0	4.0	2.0	2.0	5.0	6.0	7.0	2.0	1.0
ENSG00000004848	ARX	13.0	11.0	5.0	7.0			11.0	4.0	4.0	7.0	0.6	6.0	
ENSG00000004864	SLC25A13	4.0	4.0	5.0	6.0	7.0	8.0	5.0	7.0	8.0	4.0	19.0	5.0	11.0
ENSG00000004866	ST7	6.0	7.0	4.0	4.0	22.0	20.0	7.0	4.0	5.0	5.0	19.0	4.0	4.0
ENSG00000004897	CDC27	12.0	16.0	8.0	9.0	26.0	20.0	12.0	10.0	15.0	10.0	21.0	8.0	11.0
ENSG00000004939	SLC4A1					1.0	1.0							
ENSG00000004948	CALCR									3.0				
ENSG00000004961	HCCS	11.0	16.0	7.0	7.0	20.0	17.0	12.0	8.0	10.0	9.0	14.0	7.0	8.0
ENSG00000004975	DVL2	8.0	9.0	6.0	8.0	31.0	37.0	15.0	7.0	9.0	9.0	39.0	7.0	7.0
ENSG00000005001	PRSS22				0.5	2.0	5.0					14.0		
ENSG00000005007	UPF1	17.0	20.0	12.0	15.0	67.0	70.0	24.0	14.0	17.0	17.0	49.0	13.0	14.0
ENSG00000005020	SKAP2	7.0	11.0	5.0	3.0	7.0	5.0	7.0	6.0	9.0	5.0	7.0	3.0	7.0
ENSG00000005022	SLC25A5	162.0	217.0	115.0	145.0	211.0	208.0	204.0	111.0	112.0	139.0	159.0	139.0	142.0
ENSG00000005059	MCUB	3.0	2.0	2.0	1.0			2.0	2.0	3.0	1.0	6.0	1.0	2.0
ENSG00000005075	POLR2J	31.0	29.0	29.0	29.0	43.0	41.0	28.0	29.0	36.0	32.0	55.0	26.0	33.0
ENSG00000005100	DHX33	6.0	8.0	5.0	6.0	19.0	18.0	9.0	5.0	5.0	6.0	10.0	5.0	5.0
ENSG00000005102	MEOX1											0.6		
ENSG00000005108	THSD7A	2.0	2.0	2.0	2.0	0.9	1.0	2.0	2.0	2.0	2.0	4.0	1.0	2.0
ENSG00000005156	LIG3	2.0	3.0	2.0	2.0	7.0	8.0	3.0	2.0	2.0	2.0	7.0	2.0	2.0
ENSG00000005175	RPAP3	6.0	8.0	5.0	5.0	16.0	14.0	6.0	5.0	8.0	6.0	12.0	4.0	6.0
ENSG00000005187	ACSM3											0.8		
ENSG00000005189	REXO5	1.0	2.0	1.0	1.0	5.0	5.0	2.0	0.7	1.0	2.0	2.0	0.8	0.8
ENSG00000005194	CIAPIN1	16.0	24.0	9.0	12.0	34.0	32.0	23.0	11.0	17.0	12.0	25.0	11.0	13.0
ENSG00000005206	SPPL2B	15.0	16.0	13.0	14.0	65.0	68.0	22.0	13.0	18.0	16.0	89.0	13.0	15.0
ENSG00000005238	FAM214B	12.0	13.0	9.0	10.0	14.0	16.0	14.0	11.0	12.0	10.0	17.0	9.0	12.0
ENSG00000005243	COPZ2	6.0	5.0	6.0	5.0	2.0	4.0	5.0	8.0	7.0	4.0	14.0	5.0	10.0
ENSG00000005249	PRKAR2B	31.0	46.0	16.0	30.0	18.0	13.0	28.0	18.0	21.0	35.0	26.0	25.0	15.0
ENSG00000005302	MSL3	9.0	12.0	6.0	6.0	16.0	15.0	11.0	7.0	9.0	7.0	13.0	5.0	7.0
ENSG00000005339	CREBBP	8.0	10.0	6.0	7.0	34.0	36.0	12.0	7.0	8.0	8.0	19.0	6.0	6.0
ENSG00000005379	TSPOAP1	55.0	49.0	41.0	25.0	46.0	57.0	63.0	30.0	21.0	31.0	46.0	22.0	14.0
ENSG00000005381	MPO	1.0	2.0	0.7	0.9	1.0	1.0	2.0	0.8	1.0	0.8	3.0	0.9	1.0
ENSG00000005421	PON1	0.6		0.8	0.8		0.6	0.5	0.5	0.8	0.7	2.0	0.5	0.6
ENSG00000005436	GCFC2	4.0	5.0	4.0	4.0	10.0	9.0	5.0	4.0	5.0	5.0	11.0	4.0	4.0
ENSG00000005448	WDR54	9.0	12.0	7.0	9.0	22.0	21.0	13.0	9.0	12.0	12.0	37.0	8.0	5.0
ENSG00000005469	CROT	5.0	5.0	3.0	4.0	10.0	9.0	5.0	3.0	4.0	5.0	8.0	4.0	3.0
ENSG00000005483	KMT2E	14.0	19.0	13.0	14.0	60.0	49.0	17.0	14.0	15.0	14.0	28.0	13.0	15.0
ENSG00000005486	RHBDD2	187.0	222.0	117.0	165.0	87.0	102.0	229.0	146.0	271.0	247.0	469.0	155.0	110.0
ENSG00000005513	SOX8	27.0	26.0	39.0	44.0	12.0	16.0	32.0	52.0	47.0	46.0	3.0	44.0	62.0
ENSG00000005700	IBTK	7.0	10.0	6.0	7.0	25.0	22.0	9.0	7.0	9.0	8.0	19.0	7.0	9.0
ENSG00000005801	ZNF195	7.0	9.0	6.0	7.0	23.0	20.0	9.0	7.0	9.0	7.0	11.0	6.0	7.0
ENSG00000005810	MYCBP2	13.0	21.0	7.0	9.0	36.0	35.0	21.0	8.0	11.0	12.0	18.0	7.0	8.0
ENSG00000005812	FBXL3	10.0	14.0	8.0	9.0	25.0	22.0	11.0	9.0	10.0	9.0	12.0	8.0	10.0
ENSG00000005844	ITGAL	0.6	0.6	0.8	0.8	1.0	1.0	0.7	1.0	1.0	0.7	2.0	0.6	2.0
ENSG00000005882	PDK2	15.0	19.0	9.0	15.0	69.0	70.0	23.0	9.0	10.0	18.0	10.0	13.0	9.0
ENSG00000005884	ITGA3	6.0	7.0	3.0	4.0	26.0	26.0	8.0	4.0	9.0	5.0	38.0	3.0	4.0
ENSG00000005889	ZFX	4.0	4.0	4.0	4.0	12.0	11.0	4.0	4.0	4.0	4.0	10.0	3.0	4.0
ENSG00000005893	LAMP2	29.0	40.0	44.0	56.0	26.0	25.0	32.0	61.0	41.0	37.0	46.0	54.0	74.0
ENSG00000005961	ITGA2B	1.0	2.0	0.8	0.6	7.0	9.0	3.0	0.7	2.0	1.0	5.0	0.6	0.8
ENSG00000005981	ASB4	1.0	1.0	1.0	2.0		0.5	1.0	1.0	1.0	1.0	14.0	2.0	3.0
ENSG00000006007	GDE1	30.0	38.0	27.0	29.0	28.0	29.0	36.0	31.0	21.0	30.0	30.0	30.0	31.0
ENSG00000006015	REX1BD	30.0	34.0	19.0	21.0	78.0	76.0	37.0	21.0	26.0	27.0	37.0	19.0	21.0
ENSG00000006016	CRLF1	16.0	22.0	7.0	12.0	5.0	5.0	26.0	5.0	4.0	31.0	11.0	6.0	1.0
ENSG00000006025	OSBPL7	8.0	9.0	6.0	7.0	20.0	24.0	14.0	7.0	9.0	7.0	18.0	6.0	8.0
ENSG00000006042	TMEM98	7.0	7.0	12.0	14.0	9.0	10.0	9.0	17.0	10.0	13.0	14.0	14.0	17.0
ENSG00000006047	YBX2	2.0	2.0	0.6				3.0	0.9			4.0		
ENSG00000006062	MAP3K14	3.0	4.0	3.0	6.0	13.0	13.0	5.0	3.0	4.0	5.0	16.0	5.0	3.0
ENSG00000006071	ABCC8	16.0	20.0	7.0	9.0	105.0	123.0	28.0	10.0	10.0	10.0	71.0	7.0	5.0
ENSG00000006116	CACNG3	45.0	61.0	18.0	28.0	2.0	2.0	57.0	29.0	6.0	33.0		20.0	2.0
ENSG00000006118	TMEM132A	39.0	46.0	27.0	28.0	65.0	71.0	50.0	19.0	32.0	26.0	19.0	26.0	22.0
ENSG00000006125	AP2B1	79.0	97.0	53.0	63.0	109.0	109.0	100.0	61.0	73.0	66.0	96.0	53.0	64.0
ENSG00000006128	TAC1	20.0	14.0	6.0	125.0	0.7	1.0	9.0	12.0	33.0	99.0	1.0	108.0	9.0
ENSG00000006194	ZNF263	6.0	8.0	5.0	6.0	18.0	17.0	9.0	5.0	7.0	6.0	19.0	5.0	6.0
ENSG00000006210	CX3CL1	32.0	44.0	15.0	28.0	7.0	10.0	44.0	25.0	25.0	30.0	10.0	27.0	13.0
ENSG00000006282	SPATA20	31.0	32.0	19.0	18.0	69.0	78.0	36.0	16.0	29.0	19.0	50.0	16.0	22.0
ENSG00000006283	CACNA1G	5.0	9.0	2.0	1.0	10.0	34.0	13.0	1.0	8.0	1.0		1.0	3.0
ENSG00000006327	TNFRSF12A	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	4.0	1.0	54.0	1.0	3.0
ENSG00000006377	DLX6	2.0	1.0	0.9	8.0			1.0	0.6	3.0	9.0		7.0	
ENSG00000006432	MAP3K9	8.0	13.0	3.0	3.0	34.0	36.0	12.0	5.0	7.0	4.0	9.0	3.0	4.0
ENSG00000006451	RALA	22.0	26.0	20.0	21.0	28.0	23.0	20.0	23.0	24.0	25.0	21.0	20.0	28.0
ENSG00000006453	BAIAP2L1	0.7	0.7	0.6	0.7	0.7	0.9	0.8	0.8	0.9	0.6	21.0	0.7	1.0
ENSG00000006459	KDM7A	3.0	4.0	2.0	3.0	12.0	10.0	3.0	3.0	3.0	2.0	5.0	2.0	3.0
ENSG00000006468	ETV1	8.0	8.0	7.0	7.0	168.0	119.0	6.0	6.0	5.0	8.0	8.0	5.0	4.0
ENSG00000006530	AGK	11.0	16.0	8.0	9.0	32.0	29.0	14.0	10.0	11.0	11.0	19.0	8.0	9.0
ENSG00000006534	ALDH3B1	1.0	1.0	1.0	1.0	0.7	0.8	1.0	1.0	2.0	2.0	8.0	1.0	3.0
ENSG00000006555	TTC22				1.0						2.0	9.0	0.8	
ENSG00000006576	PHTF2	3.0	4.0	3.0	3.0	9.0	8.0	4.0	3.0	3.0	3.0	6.0	3.0	3.0
ENSG00000006606	CCL26											10.0		
ENSG00000006607	FARP2	2.0	3.0	2.0	3.0	12.0	13.0	3.0	3.0	3.0	3.0	6.0	2.0	3.0
ENSG00000006611	USH1C	1.0	1.0	1.0	5.0	0.5	0.7	2.0	6.0	3.0	1.0	8.0	6.0	10.0
ENSG00000006625	GGCT	25.0	30.0	14.0	14.0	27.0	22.0	27.0	15.0	17.0	15.0	22.0	13.0	15.0
ENSG00000006634	DBF4	1.0	2.0	0.9	2.0	4.0	3.0	2.0	1.0	1.0	2.0	3.0	1.0	1.0
ENSG00000006638	TBXA2R	1.0	0.9	1.0	0.8	1.0	1.0	1.0	1.0	1.0	0.7	3.0	1.0	1.0
ENSG00000006652	IFRD1	9.0	11.0	8.0	11.0	17.0	15.0	10.0	11.0	12.0	10.0	34.0	9.0	12.0
ENSG00000006695	COX10	4.0	6.0	3.0	3.0	9.0	10.0	6.0	3.0	4.0	4.0	6.0	3.0	4.0
ENSG00000006704	GTF2IRD1	5.0	5.0	3.0	4.0	7.0	8.0	6.0	3.0	7.0	5.0	41.0	3.0	5.0
ENSG00000006712	PAF1	36.0	45.0	31.0	33.0	77.0	73.0	44.0	34.0	39.0	32.0	88.0	32.0	41.0
ENSG00000006715	VPS41	20.0	27.0	14.0	15.0	18.0	19.0	24.0	14.0	19.0	17.0	29.0	13.0	18.0
ENSG00000006740	ARHGAP44	13.0	18.0	6.0	8.0	37.0	34.0	17.0	9.0	11.0	11.0	18.0	7.0	5.0
ENSG00000006744	ELAC2	14.0	17.0	10.0	12.0	27.0	26.0	19.0	11.0	14.0	14.0	24.0	11.0	12.0
ENSG00000006747	SCIN			0.7	2.0	0.5			1.0	1.0	2.0	2.0	1.0	2.0
ENSG00000006756	ARSD	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	7.0	2.0	3.0
ENSG00000006757	PNPLA4	10.0	10.0	8.0	10.0	7.0	6.0	8.0	7.0	12.0	12.0	15.0	9.0	10.0
ENSG00000006831	ADIPOR2	22.0	27.0	30.0	30.0	25.0	28.0	28.0	38.0	35.0	23.0	40.0	29.0	58.0
ENSG00000006837	CDKL3	1.0	1.0	0.9	0.9	2.0	2.0	1.0	1.0	1.0	1.0	2.0	0.8	1.0
ENSG00000007001	UPP2	3.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	3.0	0.8	1.0	0.8
ENSG00000007047	MARK4	23.0	25.0	14.0	20.0	22.0	24.0	26.0	18.0	16.0	20.0	20.0	19.0	11.0
ENSG00000007062	PROM1	2.0	2.0	2.0	2.0	0.8	1.0	2.0	3.0	2.0	1.0		1.0	2.0
ENSG00000007080	CCDC124	82.0	91.0	55.0	52.0	74.0	72.0	90.0	61.0	66.0	57.0	64.0	52.0	67.0
ENSG00000007129	CEACAM21			0.6		0.7	0.8		0.5	4.0		0.8		3.0
ENSG00000007168	PAFAH1B1	50.0	76.0	34.0	37.0	146.0	115.0	65.0	39.0	56.0	43.0	63.0	34.0	42.0
ENSG00000007171	NOS2	2.0	4.0	0.8	0.7	2.0	2.0	5.0	0.7	0.9	0.9	3.0	0.6	0.6
ENSG00000007174	DNAH9	0.7	1.0	0.8	1.0			1.0	1.0	2.0	1.0	1.0	0.6	0.7
ENSG00000007202	KIAA0100	20.0	22.0	13.0	16.0	37.0	40.0	25.0	15.0	18.0	17.0	41.0	14.0	16.0
ENSG00000007237	GAS7	62.0	101.0	40.0	58.0	314.0	220.0	85.0	53.0	32.0	78.0	3.0	62.0	47.0
ENSG00000007255	TRAPPC6A	22.0	23.0	18.0	23.0	20.0	22.0	23.0	21.0	21.0	24.0	34.0	22.0	26.0
ENSG00000007264	MATK	31.0	37.0	17.0	15.0	2.0	3.0	36.0	26.0	11.0	18.0	3.0	15.0	5.0
ENSG00000007312	CD79B						0.5					40.0		
ENSG00000007314	SCN4A											3.0		
ENSG00000007341	ST7L	1.0	2.0	1.0	1.0	4.0	4.0	2.0	1.0	2.0	2.0	5.0	1.0	1.0
ENSG00000007350	TKTL1											1.0		
ENSG00000007372	PAX6	5.0	4.0	4.0	5.0	56.0	49.0	4.0	3.0	2.0	4.0	3.0	4.0	2.0
ENSG00000007376	RPUSD1	17.0	20.0	9.0	11.0	22.0	25.0	22.0	11.0	12.0	11.0	17.0	10.0	9.0
ENSG00000007384	RHBDF1	7.0	6.0	7.0	7.0	7.0	10.0	8.0	6.0	6.0	8.0	16.0	6.0	7.0
ENSG00000007392	LUC7L	27.0	30.0	21.0	23.0	72.0	65.0	32.0	25.0	26.0	24.0	84.0	20.0	21.0
ENSG00000007402	CACNA2D2	6.0	8.0	3.0	8.0	34.0	43.0	8.0	2.0	17.0	12.0	21.0	7.0	6.0
ENSG00000007516	BAIAP3	57.0	60.0	35.0	14.0	1.0	1.0	90.0	31.0	151.0	37.0	829.0	7.0	10.0
ENSG00000007520	TSR3	57.0	60.0	45.0	49.0	68.0	68.0	62.0	49.0	46.0	53.0	58.0	47.0	57.0
ENSG00000007541	PIGQ	19.0	21.0	12.0	14.0	33.0	36.0	28.0	14.0	18.0	17.0	52.0	12.0	12.0
ENSG00000007545	CRAMP1	5.0	5.0	3.0	3.0	33.0	33.0	6.0	4.0	4.0	4.0	16.0	3.0	3.0
ENSG00000007866	TEAD3	3.0	3.0	3.0	4.0	1.0	2.0	3.0	3.0	3.0	3.0	17.0	3.0	3.0
ENSG00000007908	SELE											1.0		0.5
ENSG00000007923	DNAJC11	9.0	12.0	6.0	7.0	20.0	20.0	13.0	7.0	7.0	8.0	13.0	6.0	6.0
ENSG00000007933	FMO3	0.7	0.7	0.7	0.8	0.6	0.6	0.6	0.7	1.0	0.5	6.0	0.8	0.9
ENSG00000007944	MYLIP	8.0	10.0	7.0	10.0	12.0	12.0	10.0	10.0	9.0	7.0	15.0	10.0	12.0
ENSG00000007952	NOX1	0.6	0.6		0.5	1.0	1.0	0.5	0.6	0.6	0.7	0.6		
ENSG00000008018	PSMB1	51.0	57.0	41.0	50.0	77.0	70.0	55.0	46.0	65.0	55.0	145.0	47.0	55.0
ENSG00000008056	SYN1	259.0	323.0	98.0	63.0	256.0	292.0	355.0	128.0	136.0	95.0	62.0	53.0	53.0
ENSG00000008083	JARID2	8.0	9.0	6.0	7.0	49.0	46.0	9.0	6.0	8.0	7.0	10.0	6.0	6.0
ENSG00000008086	CDKL5	8.0	12.0	3.0	6.0	5.0	4.0	9.0	4.0	3.0	7.0	3.0	5.0	2.0
ENSG00000008118	CAMK1G	40.0	61.0	10.0	27.0	3.0	4.0	69.0	16.0	18.0	43.0	8.0	24.0	4.0
ENSG00000008128	CDK11A	3.0	3.0	2.0	3.0	15.0	17.0	5.0	3.0	3.0	3.0	16.0	3.0	3.0
ENSG00000008130	NADK	16.0	17.0	12.0	15.0	28.0	32.0	20.0	13.0	15.0	15.0	43.0	14.0	14.0
ENSG00000008196	TFAP2B					5.0	7.0					1.0		
ENSG00000008197	TFAP2D			0.6										
ENSG00000008226	DLEC1	0.5		0.7	1.0			0.6	0.9	2.0	1.0	22.0		0.7
ENSG00000008256	CYTH3	20.0	23.0	11.0	15.0	28.0	33.0	26.0	14.0	11.0	14.0	18.0	15.0	13.0
ENSG00000008277	ADAM22	11.0	19.0	7.0	8.0	90.0	73.0	14.0	9.0	11.0	9.0	6.0	7.0	8.0
ENSG00000008282	SYPL1	20.0	22.0	22.0	28.0	18.0	19.0	19.0	31.0	31.0	20.0	50.0	28.0	53.0
ENSG00000008283	CYB561	16.0	22.0	8.0	13.0	7.0	9.0	26.0	9.0	26.0	19.0	109.0	9.0	7.0
ENSG00000008294	SPAG9	28.0	30.0	29.0	27.0	50.0	50.0	29.0	31.0	32.0	26.0	30.0	24.0	36.0
ENSG00000008300	CELSR3	7.0	9.0	3.0	4.0	50.0	57.0	12.0	4.0	7.0	6.0	37.0	4.0	3.0
ENSG00000008311	AASS	4.0	4.0	5.0	6.0	2.0	3.0	5.0	5.0	5.0	5.0	16.0	5.0	6.0
ENSG00000008323	PLEKHG6											7.0		
ENSG00000008324	SS18L2	22.0	27.0	17.0	19.0	44.0	37.0	23.0	19.0	22.0	23.0	30.0	18.0	19.0
ENSG00000008382	MPND	19.0	22.0	12.0	9.0	16.0	16.0	23.0	11.0	11.0	10.0	14.0	8.0	10.0
ENSG00000008394	MGST1	15.0	10.0	16.0	21.0	6.0	9.0	11.0	10.0	20.0	21.0	3.0	14.0	22.0
ENSG00000008405	CRY1	5.0	6.0	5.0	6.0	35.0	35.0	6.0	5.0	7.0	5.0	14.0	5.0	6.0
ENSG00000008438	PGLYRP1	0.5	0.6		0.5	2.0	3.0	0.7		0.5	0.5	1.0	0.5	
ENSG00000008441	NFIX	62.0	77.0	40.0	42.0	242.0	223.0	77.0	57.0	38.0	35.0	25.0	39.0	46.0
ENSG00000008513	ST3GAL1	7.0	8.0	5.0	4.0	9.0	8.0	7.0	4.0	4.0	4.0	15.0	3.0	5.0
ENSG00000008516	MMP25	0.6	0.6		0.5	1.0	2.0	0.8	0.5	0.8	0.5	2.0		0.7
ENSG00000008517	IL32	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	2.0	3.0
ENSG00000008710	PKD1	34.0	48.0	16.0	19.0	416.0	464.0	69.0	21.0	29.0	22.0	154.0	17.0	15.0
ENSG00000008735	MAPK8IP2	126.0	129.0	100.0	43.0	230.0	247.0	138.0	85.0	74.0	61.0	67.0	38.0	46.0
ENSG00000008838	MED24	21.0	23.0	14.0	14.0	59.0	65.0	29.0	16.0	19.0	16.0	57.0	13.0	15.0
ENSG00000008853	RHOBTB2	28.0	43.0	14.0	38.0	9.0	10.0	49.0	16.0	12.0	24.0	19.0	32.0	11.0
ENSG00000008869	HEATR5B	7.0	10.0	5.0	6.0	22.0	18.0	9.0	6.0	8.0	7.0	14.0	5.0	6.0
